img	seed	mean	std	alpha_1	alpha_0	SSIM	PSNR	MS_SSIM	PSNR_HVS	PSNR_HMA	VIF	FSIM
1	1.417022	0.44064899	0.83404401	0.417022004702574	0.720324493442158	0.232632475598833	56.287708672055	0.396982484156864	52.1123244577366	68.0704803867988	0.00597611942350031	0.924183233141986
1	1.417022	0.44064899	0.83404401	0.435994902142004	0.0259262318278913	0.102990090155743	55.2102192601092	0.390229960256845	51.8979289787144	58.4950025095163	0.172494388196227	0.86030835066877
1	1.417022	0.44064899	0.83404401	0.550797902574576	0.708147822618105	0.227609104428803	56.2172618354133	0.374166480125708	52.0102457705351	68.0041420218447	0.00262805678055909	0.887799947313838
1	1.417022	0.44064899	0.83404401	0.967029839013677	0.547232249175722	0.230526904402257	56.277703487407	0.401023396233397	52.0918041953481	67.7969577450927	0.00408562328766629	0.910755427726598
1	1.417022	0.44064899	0.83404401	0.221993171089739	0.870732306177376	0.135650093613009	56.3089327198257	0.420055313239267	52.3064139250721	63.0948636301951	0.0521520641868551	0.903610244802597
1	1.417022	0.44064899	0.83404401	0.892860151436002	0.331979805301177	0.233312364334849	56.426691041185	0.4585459865671	52.3161776532583	66.7986378300465	0.0124690094025577	0.945041281090832
1	1.417022	0.44064899	0.83404401	0.0763082893739572	0.779918792240115	0.0901723954546218	54.8779312359049	0.385700877556572	51.958290848438	58.9734092572923	0.171173246926449	0.859509984684054
1	1.417022	0.44064899	0.83404401	0.873429402791816	0.968540662820932	0.226878665847397	56.1468853226583	0.344413242403246	51.9185447831805	68.1031048460382	0.00142733835921671	0.853977929246164
1	1.417022	0.44064899	0.83404401	0.0103741538857	0.501874592148739	0.0753088353685204	53.7180419773855	0.367384582503654	51.7370266138999	57.7796525116367	0.249958445378914	0.84972210337229
1	1.417022	0.44064899	0.83404401	0.771320643266746	0.0207519493594015	0.100919614874352	55.116846295436	0.387950257457122	51.8755406274163	58.3820782789089	0.179270262902862	0.85891897396199
2	2.4359949	-0.94814754	0.8719898	0.417022004702574	0.720324493442158	0.171097098751709	58.7453709074781	0.257462787165103	54.0526525921605	73.7308598684513	0.000545270791648552	0.834906735805267
2	2.4359949	-0.94814754	0.8719898	0.435994902142004	0.0259262318278913	0.0913935892935134	58.4240250778373	0.344629115716847	54.5317772288641	63.1028101100968	0.0765421598521775	0.871970170200942
2	2.4359949	-0.94814754	0.8719898	0.550797902574576	0.708147822618105	0.170936615444703	58.7325276176576	0.254153671296634	54.0368397839347	73.7269871592853	0.000420451779809862	0.826678064298085
2	2.4359949	-0.94814754	0.8719898	0.967029839013677	0.547232249175722	0.171523032766955	58.7804750965365	0.272535825117112	54.0946181382371	73.6082141426488	0.000659382076293203	0.854643048060101
2	2.4359949	-0.94814754	0.8719898	0.221993171089739	0.870732306177376	0.115875370933761	58.9706122679953	0.320604567136959	54.4463947600272	70.1817937576225	0.0153221993815836	0.924289088480986
2	2.4359949	-0.94814754	0.8719898	0.892860151436002	0.331979805301177	0.175895426023748	58.9281591493557	0.326090335390418	54.2811827646402	72.81579112585	0.00193037298966536	0.905011768339119
2	2.4359949	-0.94814754	0.8719898	0.0763082893739572	0.779918792240115	0.0734922290071184	58.0008220365827	0.329846983726045	54.5316077462094	64.0393753419336	0.0785091675998515	0.869754781149625
2	2.4359949	-0.94814754	0.8719898	0.873429402791816	0.968540662820932	0.170791469458011	58.7019151369072	0.243295764479373	53.9997958244352	73.7160153636016	0.000305070941447887	0.807859084449808
2	2.4359949	-0.94814754	0.8719898	0.0103741538857	0.501874592148739	0.064331143189193	56.9588029413103	0.322939233941886	54.3848069531016	62.1309534000541	0.127071196585939	0.859249383138733
2	2.4359949	-0.94814754	0.8719898	0.771320643266746	0.0207519493594015	0.0891307768612315	58.3276595894359	0.342007970429161	54.5096127843294	62.9213100514274	0.0808130568718241	0.86969861812843
3	3.5507979	0.41629565	1.10159581	0.417022004702574	0.720324493442158	0.242434110128534	56.7799948095154	0.404671399224127	52.5980971519233	68.1553509477547	0.00772254580641262	0.924167962704476
3	3.5507979	0.41629565	1.10159581	0.435994902142004	0.0259262318278913	0.0979867544552381	55.4562554118535	0.36057608848343	52.2875743520665	58.5344208947208	0.165110965979408	0.860741791978205
3	3.5507979	0.41629565	1.10159581	0.550797902574576	0.708147822618105	0.234635817996726	56.6900182182327	0.379595983073571	52.4649811429679	68.206054010277	0.00271534905964926	0.881595010324249
3	3.5507979	0.41629565	1.10159581	0.967029839013677	0.547232249175722	0.235109285613212	56.7525223216351	0.404966985140593	52.5511245788644	67.9227633681267	0.00410700021860084	0.907417447905757
3	3.5507979	0.41629565	1.10159581	0.221993171089739	0.870732306177376	0.129329564084458	56.7198627403608	0.398262494497313	52.7744756956069	62.9070803122899	0.05453066478206	0.902409482473724
3	3.5507979	0.41629565	1.10159581	0.892860151436002	0.331979805301177	0.24031454191375	56.8867052830387	0.444165905800339	52.7703376844375	66.6579685303756	0.0123438832313084	0.933400429197458
3	3.5507979	0.41629565	1.10159581	0.0763082893739572	0.779918792240115	0.0846016774544799	55.0336831903584	0.357518248241354	52.3530430077329	58.9515185323191	0.171497879441241	0.859224718580692
3	3.5507979	0.41629565	1.10159581	0.873429402791816	0.968540662820932	0.234390246042188	56.6118210900202	0.350833731818811	52.3672459377351	68.4275334215861	0.00147976529183121	0.843404497675118
3	3.5507979	0.41629565	1.10159581	0.0103741538857	0.501874592148739	0.0699446152829643	53.7666565308732	0.339489014535267	52.1090397235374	57.8089030886481	0.248938968684373	0.849739908754014
3	3.5507979	0.41629565	1.10159581	0.771320643266746	0.0207519493594015	0.0960303952940654	55.3533743615117	0.35863913110977	52.263542666703	58.4251530861159	0.17183358271183	0.859331577609963
4	4.96702984	0.0944645	1.93405968	0.417022004702574	0.720324493442158	0.250664823264769	58.2349002240249	0.34358309537658	53.9314948789436	70.3914468752937	0.00397215561568475	0.929527067110073
4	4.96702984	0.0944645	1.93405968	0.435994902142004	0.0259262318278913	0.0822188303937661	56.1471156986394	0.299722592982156	53.2266584508722	58.2703434555049	0.133908631776327	0.844578569905643
4	4.96702984	0.0944645	1.93405968	0.550797902574576	0.708147822618105	0.24617190583518	58.1440580243653	0.318437882100186	53.7961052626798	70.646466544907	0.00137175419127331	0.8850158783727
4	4.96702984	0.0944645	1.93405968	0.967029839013677	0.547232249175722	0.247461403807402	58.205773537859	0.342290945463531	53.8721695917854	70.1730204962471	0.00196798342792174	0.906195533883095
4	4.96702984	0.0944645	1.93405968	0.221993171089739	0.870732306177376	0.119189761329444	58.0104654535482	0.342442125227052	54.0235159646098	62.9132048705071	0.0428287411305188	0.878861470138423
4	4.96702984	0.0944645	1.93405968	0.892860151436002	0.331979805301177	0.241348609061922	58.3501090926429	0.384484459277258	54.0825602794982	68.1119614855001	0.00630166447645025	0.930567091493183
4	4.96702984	0.0944645	1.93405968	0.0763082893739572	0.779918792240115	0.0701699284654019	55.5664455131732	0.297789088821801	53.3289106681177	58.7058530818505	0.149692315435791	0.842946998728142
4	4.96702984	0.0944645	1.93405968	0.873429402791816	0.968540662820932	0.24401486989788	58.0755383650303	0.296374231965256	53.7135103598597	70.8835203692336	0.000681479017323489	0.85856802496138
4	4.96702984	0.0944645	1.93405968	0.0103741538857	0.501874592148739	0.0567226895087195	54.0552714608128	0.281981167607305	52.9928966905036	57.528985115791	0.222281600515115	0.836502750504722
4	4.96702984	0.0944645	1.93405968	0.771320643266746	0.0207519493594015	0.0803977907458568	56.0147104318282	0.297880574266621	53.193068420235	58.1554463487381	0.139937854811056	0.843579690335675
5	5.22199317	0.74146461	0.44398634	0.417022004702574	0.720324493442158	0.20741235956236	53.6067814817315	0.403838463724055	49.4686536350925	66.0803450819605	0.00454737196230564	0.903764810900909
5	5.22199317	0.74146461	0.44398634	0.435994902142004	0.0259262318278913	0.108481770271184	53.3468271223107	0.435802174841677	49.5678724096955	60.2391846350808	0.125405276990081	0.871806124950878
5	5.22199317	0.74146461	0.44398634	0.550797902574576	0.708147822618105	0.20325993330279	53.5910070082399	0.393322415862654	49.4433432588193	66.0241562487273	0.00277926748357314	0.892912649764668
5	5.22199317	0.74146461	0.44398634	0.967029839013677	0.547232249175722	0.203786851648398	53.6219654359747	0.418672262842727	49.4804463054341	65.9352476149631	0.0039753421454858	0.909161688614126
5	5.22199317	0.74146461	0.44398634	0.221993171089739	0.870732306177376	0.170583625468139	53.6939905875174	0.461177738073382	49.6334500407174	64.4964754799584	0.0326194073695514	0.918621359042563
5	5.22199317	0.74146461	0.44398634	0.892860151436002	0.331979805301177	0.215197200868673	53.6911081296042	0.478265644124461	49.5781539613412	65.7179672007411	0.00905110582003983	0.929442760674128
5	5.22199317	0.74146461	0.44398634	0.0763082893739572	0.779918792240115	0.0930474869558638	53.212286078007	0.429027714180379	49.5846320814494	60.7938449479199	0.121976178857415	0.871485122525503
5	5.22199317	0.74146461	0.44398634	0.873429402791816	0.968540662820932	0.202476286791602	53.5500633750863	0.36200174961441	49.39631398248	66.0593939454876	0.00162967412662921	0.856060425768115
5	5.22199317	0.74146461	0.44398634	0.0103741538857	0.501874592148739	0.0816668399974804	52.6363491081737	0.411512189528942	49.5038970315007	59.5039031711375	0.187492944738204	0.85962218844802
5	5.22199317	0.74146461	0.44398634	0.771320643266746	0.0207519493594015	0.106280972728429	53.3046270727319	0.433351181573403	49.5591484754449	60.1181968629071	0.131464562476713	0.869972230355877
6	6.89286015	-0.33604039	1.7857203	0.417022004702574	0.720324493442158	0.252958469329734	59.9548338993391	0.342215315947394	55.3969615909166	70.607789437439	0.00399221771201518	0.909181848760098
6	6.89286015	-0.33604039	1.7857203	0.435994902142004	0.0259262318278913	0.0935596968022102	57.5100718776064	0.334917372892025	54.7133570138973	58.7489567925308	0.145008986333724	0.853203391177166
6	6.89286015	-0.33604039	1.7857203	0.550797902574576	0.708147822618105	0.253758031901835	59.8571953526396	0.334987389692994	55.264675084077	70.8236718729482	0.00157637893100867	0.880568475249812
6	6.89286015	-0.33604039	1.7857203	0.967029839013677	0.547232249175722	0.251917318789717	59.9407607976188	0.351062205993932	55.3679026480622	70.1640638644953	0.0022791992034498	0.899774469651391
6	6.89286015	-0.33604039	1.7857203	0.221993171089739	0.870732306177376	0.130436784139801	59.8077601023039	0.363594244610514	55.6633319990365	63.5319646544336	0.0457171224300606	0.894475910958269
6	6.89286015	-0.33604039	1.7857203	0.892860151436002	0.331979805301177	0.241857307451444	60.1477300833603	0.38338550432922	55.6551940901774	68.122128701995	0.00680975834913502	0.931507526226636
6	6.89286015	-0.33604039	1.7857203	0.0763082893739572	0.779918792240115	0.0795442877348346	56.8263378296867	0.33191264861804	54.8340632903426	59.1979601455166	0.157048983254909	0.852348137147658
6	6.89286015	-0.33604039	1.7857203	0.873429402791816	0.968540662820932	0.253649532095589	59.7600492564105	0.314500167026215	55.1554826145012	71.3113669906131	0.000888682869513244	0.838383901411709
6	6.89286015	-0.33604039	1.7857203	0.0103741538857	0.501874592148739	0.0639040025003218	55.0697385698857	0.315866330893531	54.4053411864373	57.9784229678165	0.228706614514801	0.843349594563249
