img	seed	mean	std	alpha_1	alpha_0	SSIM	PSNR	MS_SSIM	PSNR_HVS	PSNR_HMA	VIF	FSIM
6	6.89286015	-0.33604039	1.7857203	0.771320643266746	0.0207519493594015	0.0914962425701766	57.3460049003882	0.333103210235158	54.670560808515	58.631600429979	0.151523969872126	0.851928713678433
7	7.07630829	0.55983758	0.15261658	0.417022004702574	0.720324493442158	0.223271318220656	54.2927542136923	0.541956537567542	50.1422775793802	64.647477672892	0.0129204470119708	0.910652755306887
7	7.07630829	0.55983758	0.15261658	0.435994902142004	0.0259262318278913	0.162463158223662	54.2807489275347	0.590010834230975	50.4981410334233	61.9597011696523	0.174172833033937	0.905098147825927
7	7.07630829	0.55983758	0.15261658	0.550797902574576	0.708147822618105	0.216105259482689	54.2580563749981	0.527519727994911	50.0970309653184	64.4312631143655	0.00798958774116999	0.901058591701022
7	7.07630829	0.55983758	0.15261658	0.967029839013677	0.547232249175722	0.217811381188908	54.3019720263125	0.557076008298823	50.1540086057185	64.4345830499255	0.0109031478540443	0.918588971401196
7	7.07630829	0.55983758	0.15261658	0.221993171089739	0.870732306177376	0.252902504296616	54.4608239630777	0.619916194520486	50.3930707753403	64.8589499579973	0.0516580465828231	0.959165034026115
7	7.07630829	0.55983758	0.15261658	0.892860151436002	0.331979805301177	0.236806302586291	54.3984470384291	0.622038263306975	50.294798323797	64.6677113716872	0.0209301677010637	0.944756392902747
7	7.07630829	0.55983758	0.15261658	0.0763082893739572	0.779918792240115	0.150805803544241	54.2237364758642	0.588345530852824	50.493511507066	62.5025537710738	0.162230676834332	0.908457741897025
7	7.07630829	0.55983758	0.15261658	0.873429402791816	0.968540662820932	0.214653115550051	54.1972961897106	0.484677461739552	50.0224011992167	64.3955759433628	0.00498887491118688	0.867229008568657
7	7.07630829	0.55983758	0.15261658	0.0103741538857	0.501874592148739	0.126437405363177	53.674076876141	0.564038424647834	50.4551734574589	61.2902335944267	0.254057899352577	0.889893669258752
7	7.07630829	0.55983758	0.15261658	0.771320643266746	0.0207519493594015	0.158507156866661	54.2431660540474	0.586798864867361	50.4930229031815	61.8443875055827	0.182679059129764	0.902490186096528
8	8.8734294	0.93708133	1.74685881	0.417022004702574	0.720324493442158	0.211909547088934	54.3158556502071	0.315734446500206	50.1847726112333	67.1399339973371	0.0025992867820078	0.907154620283035
8	8.8734294	0.93708133	1.74685881	0.435994902142004	0.0259262318278913	0.0728769667602921	53.5674868223381	0.300909653139124	49.9898586539317	58.7096232140097	0.103893505250889	0.847420423087181
8	8.8734294	0.93708133	1.74685881	0.550797902574576	0.708147822618105	0.21159104819489	54.3010341801818	0.310671996225572	50.1565790295237	67.3649467486068	0.00140585118738896	0.877519070579398
8	8.8734294	0.93708133	1.74685881	0.967029839013677	0.547232249175722	0.212782855046907	54.3307610382985	0.331735343254614	50.1973891778961	67.0787098990303	0.00234626563339341	0.892576433202315
8	8.8734294	0.93708133	1.74685881	0.221993171089739	0.870732306177376	0.103219675895299	54.2710915808499	0.327442494295636	50.2585863044184	62.8829865386686	0.0275938943922423	0.885772533625535
8	8.8734294	0.93708133	1.74685881	0.892860151436002	0.331979805301177	0.211404816962789	54.3821684750341	0.365611003285288	50.277206021511	65.9218142408789	0.00640059607909006	0.922143335043892
8	8.8734294	0.93708133	1.74685881	0.0763082893739572	0.779918792240115	0.0602957025345961	53.2820313589403	0.295960607008721	50.0390701115055	59.2038812335626	0.106241827100024	0.846716642266528
8	8.8734294	0.93708133	1.74685881	0.873429402791816	0.968540662820932	0.210848913489372	54.268284883292	0.289705178355532	50.1161777778309	67.5449367772228	0.000813541560691694	0.847325623748814
8	8.8734294	0.93708133	1.74685881	0.0103741538857	0.501874592148739	0.0506436221094282	52.4654102119285	0.281503521506008	49.8956761359596	58.0400628012591	0.161468656928993	0.837922171572564
8	8.8734294	0.93708133	1.74685881	0.771320643266746	0.0207519493594015	0.0713232300287079	53.5042581800774	0.29906575027569	49.9757896699504	58.6004929758964	0.108653910191562	0.846075767900697
9	9.01037415	0.00374918	0.02074831	0.417022004702574	0.720324493442158	0.446919606426884	65.510650849223	0.8359248472481	61.4009543712549	68.5686681245159	0.171069882306002	0.950729217124967
9	9.01037415	0.00374918	0.02074831	0.435994902142004	0.0259262318278913	0.456109303778001	69.7010179031042	0.919668090873921	69.0813475355712	70.8752551955731	0.621239547193749	0.977779411622429
9	9.01037415	0.00374918	0.02074831	0.550797902574576	0.708147822618105	0.359560121261969	63.8802094749118	0.787752590517764	59.6826416895285	66.0514975720826	0.0714174041404415	0.938607009086244
9	9.01037415	0.00374918	0.02074831	0.967029839013677	0.547232249175722	0.374184794475757	63.9697286227224	0.830171340010528	60.2673158968017	66.0580346345491	0.0647140669441219	0.949131328703205
9	9.01037415	0.00374918	0.02074831	0.221993171089739	0.870732306177376	0.611133085414166	69.3734603773922	0.944163286968823	66.3250180065891	75.3700314826877	0.419808513430135	0.989191969944033
9	9.01037415	0.00374918	0.02074831	0.892860151436002	0.331979805301177	0.451502484038829	65.3308974994135	0.902571369592292	62.7975815738074	67.9915154237228	0.129565774028395	0.97106799001801
9	9.01037415	0.00374918	0.02074831	0.0763082893739572	0.779918792240115	0.543012884843502	71.8112151940957	0.956268895226866	70.1532698519025	74.5955851283853	0.673216960090417	0.990242655150792
9	9.01037415	0.00374918	0.02074831	0.873429402791816	0.968540662820932	0.297255067272993	62.5610207676285	0.689189357704495	58.0652172785654	64.6789380282642	0.0234034420346572	0.91516276952573
9	9.01037415	0.00374918	0.02074831	0.0103741538857	0.501874592148739	0.362070226137395	67.2640931628745	0.877488010178001	68.1622471433123	69.5982538460012	0.859316698239857	0.967419581247817
9	9.01037415	0.00374918	0.02074831	0.771320643266746	0.0207519493594015	0.439642697557348	69.5024300893449	0.911474332450657	68.8879854575791	70.5620768591327	0.645466584354964	0.97544825955277
10	10.77132064	-0.9584961	1.54264129	0.417022004702574	0.720324493442158	0.211315929520958	59.4996956982411	0.270007466795599	54.7874072766664	73.6868471653594	0.00144226802070514	0.877194375558381
10	10.77132064	-0.9584961	1.54264129	0.435994902142004	0.0259262318278913	0.0899766904292095	58.3274160708301	0.301810146311519	54.8111587036451	60.71736261268	0.10450349756006	0.860950774348004
10	10.77132064	-0.9584961	1.54264129	0.550797902574576	0.708147822618105	0.210458707354591	59.4516470880569	0.261170495945242	54.7228187026486	73.8853684604067	0.000506771749234884	0.855104413965072
10	10.77132064	-0.9584961	1.54264129	0.967029839013677	0.547232249175722	0.211583749208466	59.5183944885567	0.285014799762218	54.804163593839	73.4106389552232	0.000895075166535428	0.883133579198435
10	10.77132064	-0.9584961	1.54264129	0.221993171089739	0.870732306177376	0.123122378288795	59.6329786227012	0.31555177053601	55.2130542392717	67.0633825312749	0.0269762903708186	0.897717955025207
10	10.77132064	-0.9584961	1.54264129	0.892860151436002	0.331979805301177	0.216267993903788	59.7095906194241	0.338802344195297	55.0488617172005	71.5222030274343	0.00337044167490107	0.922997831853731
10	10.77132064	-0.9584961	1.54264129	0.0763082893739572	0.779918792240115	0.0754584621363948	57.7955928735748	0.297896852056365	54.9095646352098	61.5266961619721	0.109475214727363	0.859641276576323
10	10.77132064	-0.9584961	1.54264129	0.873429402791816	0.968540662820932	0.208942156671902	59.3989429105733	0.241585464143115	54.6599442817824	74.0690973946146	0.000286005990424567	0.831353616914606
10	10.77132064	-0.9584961	1.54264129	0.0103741538857	0.501874592148739	0.0643881372560766	56.4057115268884	0.28713035922077	54.5971791816004	59.9311440525961	0.165905288478349	0.850883349841726
10	10.77132064	-0.9584961	1.54264129	0.771320643266746	0.0207519493594015	0.0879609849839844	58.1951775093605	0.300096528076845	54.7774327489537	60.5743150384878	0.109528814265696	0.859193230017703
