img	seed	mean	std	alpha_1	alpha_0	SSIM	PSNR	MS_SSIM	PSNR_HVS	PSNR_HMA	FSIM
4	4.96702984	0.0944645	1.93405968	0.417022004702574	0.720324493442158	0.250177208743007	10.1598576861715	0.368505376418055	53.9925454480475	70.1374763930864	0.905244890424232
4	4.96702984	0.0944645	1.93405968	0.435994902142004	0.0259262318278913	0.0647447410797903	6.73073366526795	0.281112713423561	52.9390904350911	57.3700977703271	0.83803988415041
4	4.96702984	0.0944645	1.93405968	0.550797902574576	0.708147822618105	0.244772332757219	10.0785262705628	0.344052661200064	53.8690929583058	70.2726400063666	0.869056699032382
4	4.96702984	0.0944645	1.93405968	0.967029839013677	0.547232249175722	0.245551204815026	10.0943446279385	0.351971339072053	53.8904216709607	70.1585908245567	0.875599418914451
4	4.96702984	0.0944645	1.93405968	0.221993171089739	0.870732306177376	0.118286216604701	9.87713265759399	0.348139563232841	54.0175548626568	62.8150655129592	0.879470057486528
4	4.96702984	0.0944645	1.93405968	0.892860151436002	0.331979805301177	0.244489413780914	10.2123553250421	0.393681576901585	54.0676527226732	68.9407457106549	0.926896016714359
4	4.96702984	0.0944645	1.93405968	0.0763082893739572	0.779918792240115	0.0708788148028145	7.4053055126498	0.295896701860648	53.257475621185	58.4073164467729	0.843203392085996
4	4.96702984	0.0944645	1.93405968	0.873429402791816	0.968540662820932	0.243836038117538	10.0508435280382	0.335748692814349	53.8283200867348	70.2312494811276	0.861086882936166
4	4.96702984	0.0944645	1.93405968	0.0103741538857	0.501874592148739	0.0570542181446138	5.8833610163321	0.278565690591932	52.8863317398383	57.2051084906119	0.836685225104117
4	4.96702984	0.0944645	1.93405968	0.771320643266746	0.0207519493594015	0.0613485148704595	6.42154018492715	0.277330568019533	52.884779380533	57.2130682557996	0.836977435790807
5	5.22199317	0.74146461	0.44398634	0.417022004702574	0.720324493442158	0.203942092195593	5.49590769125238	0.420431195003118	49.4881988225596	65.8091900577919	0.87897712694894
5	5.22199317	0.74146461	0.44398634	0.435994902142004	0.0259262318278913	0.0966398886627114	4.92325085641767	0.421839348556153	49.5153687257356	59.5992736084609	0.862582403157398
5	5.22199317	0.74146461	0.44398634	0.550797902574576	0.708147822618105	0.200216057741979	5.47713855365706	0.407111778923087	49.4600575943907	65.7171288009245	0.867989830928159
5	5.22199317	0.74146461	0.44398634	0.967029839013677	0.547232249175722	0.201465321058299	5.49512801547764	0.423767444313216	49.484342366805	65.7750758851964	0.879367062154148
5	5.22199317	0.74146461	0.44398634	0.221993171089739	0.870732306177376	0.170620996117395	5.57526994919405	0.472798452725846	49.6411750456123	64.5498252254914	0.923270880807621
5	5.22199317	0.74146461	0.44398634	0.892860151436002	0.331979805301177	0.212357077849794	5.55191592039145	0.481517472431725	49.5664144479517	65.8016821578825	0.920233847525065
5	5.22199317	0.74146461	0.44398634	0.0763082893739572	0.779918792240115	0.0939352667036113	5.0823549793924	0.429835441484628	49.5749053493364	60.6235382450252	0.871153939635147
5	5.22199317	0.74146461	0.44398634	0.873429402791816	0.968540662820932	0.20009641780241	5.46952036819397	0.401189442396931	49.4498236888398	65.6813949543838	0.864910382176986
5	5.22199317	0.74146461	0.44398634	0.0103741538857	0.501874592148739	0.082790179715855	4.49560017005513	0.410117995056796	49.4851118142815	59.2584915434833	0.858768020753319
5	5.22199317	0.74146461	0.44398634	0.771320643266746	0.0207519493594015	0.0928574772448018	4.809101899888	0.417249197853603	49.4992209014943	59.4186052099464	0.860016904354816
6	6.89286015	-0.33604039	1.7857203	0.417022004702574	0.720324493442158	0.248419078358576	11.8779294293102	0.354045421719093	55.4647449636639	69.978814145358	0.886499923279082
6	6.89286015	-0.33604039	1.7857203	0.435994902142004	0.0259262318278913	0.0763282592777852	7.98635527925077	0.319231741844598	54.3939784672638	57.9017092461931	0.845727043771737
6	6.89286015	-0.33604039	1.7857203	0.550797902574576	0.708147822618105	0.249122680543414	11.7785766915143	0.342506133432105	55.3314675408061	70.158451498268	0.867824348958383
6	6.89286015	-0.33604039	1.7857203	0.967029839013677	0.547232249175722	0.248804013585052	11.8145860701477	0.350789584250639	55.3815176362375	70.0607835856267	0.876702489555978
6	6.89286015	-0.33604039	1.7857203	0.221993171089739	0.870732306177376	0.130294684517293	11.6917666930829	0.366258545457169	55.6952315655709	63.4606256504269	0.895943366291595
6	6.89286015	-0.33604039	1.7857203	0.892860151436002	0.331979805301177	0.244074956469369	11.9942092048175	0.381089264924907	55.6416796439381	68.7641866798516	0.921699071572736
6	6.89286015	-0.33604039	1.7857203	0.0763082893739572	0.779918792240115	0.0810416833197814	8.6952122843024	0.330661450071258	54.7768936515875	58.9454934038725	0.852614740491743
6	6.89286015	-0.33604039	1.7857203	0.873429402791816	0.968540662820932	0.249229728655114	11.743597597787	0.336741091466715	55.2870779590851	70.1445671082945	0.86012189098726
6	6.89286015	-0.33604039	1.7857203	0.0103741538857	0.501874592148739	0.064618292936016	6.92497214836081	0.314037835370702	54.2996572669148	57.6864249870251	0.843486837887634
6	6.89286015	-0.33604039	1.7857203	0.771320643266746	0.0207519493594015	0.0723177144369213	7.62586228089296	0.315618545723449	54.3229238231546	57.7396057361058	0.843945476500922
7	7.07630829	0.55983758	0.15261658	0.417022004702574	0.720324493442158	0.218108754916075	6.17554205641018	0.540003794204451	50.1515685628543	64.4919133908796	0.887632893178217
7	7.07630829	0.55983758	0.15261658	0.435994902142004	0.0259262318278913	0.149519836368966	5.9416846141124	0.577108947332471	50.4637849798776	61.365584939523	0.895027464244777
7	7.07630829	0.55983758	0.15261658	0.550797902574576	0.708147822618105	0.210114519564857	6.12765351314162	0.516614031723103	50.0855334125739	64.2095821716546	0.869345563188171
7	7.07630829	0.55983758	0.15261658	0.967029839013677	0.547232249175722	0.214738173543963	6.16914442791796	0.55066968759307	50.1456733970403	64.4057602405851	0.894227922898749
7	7.07630829	0.55983758	0.15261658	0.221993171089739	0.870732306177376	0.250649038805205	6.34342722772001	0.633842135106035	50.4016227259497	64.9130442473758	0.961228197472372
7	7.07630829	0.55983758	0.15261658	0.892860151436002	0.331979805301177	0.233270447507035	6.25655184886469	0.618095761859864	50.2749263949004	64.720699258863	0.936015768996072
7	7.07630829	0.55983758	0.15261658	0.0763082893739572	0.779918792240115	0.152519415014964	6.0944140357366	0.591180075715778	50.4889097595607	62.3858816857239	0.907614121797044
7	7.07630829	0.55983758	0.15261658	0.873429402791816	0.968540662820932	0.208739629897358	6.09236524535368	0.49224572105143	50.0368205969645	64.0300821461357	0.857352365379532
7	7.07630829	0.55983758	0.15261658	0.0103741538857	0.501874592148739	0.128147583287254	5.53602598944135	0.56265066983118	50.443952669706	61.0437073375271	0.888225348556458
7	7.07630829	0.55983758	0.15261658	0.771320643266746	0.0207519493594015	0.142808511896825	5.8356497121883	0.570635868485619	50.4510555178459	61.1627579348061	0.891504175741161
8	8.8734294	0.93708133	1.74685881	0.417022004702574	0.720324493442158	0.208874243360143	6.20233644773145	0.330279826836132	50.2019594909994	67.0047207615335	0.883200709560736
8	8.8734294	0.93708133	1.74685881	0.435994902142004	0.0259262318278913	0.0610259442472663	4.82632933753643	0.285918468104414	49.8849022994951	57.9466705749652	0.838989380534902
8	8.8734294	0.93708133	1.74685881	0.550797902574576	0.708147822618105	0.209812227197253	6.18614106888475	0.322473441435606	50.17474258666	67.1216845360946	0.863424930071828
8	8.8734294	0.93708133	1.74685881	0.967029839013677	0.547232249175722	0.210740382733171	6.19931608480765	0.331494510275857	50.1949868184465	67.0609942090474	0.873091626634986
8	8.8734294	0.93708133	1.74685881	0.221993171089739	0.870732306177376	0.102838106822915	6.1501229484139	0.33210749254362	50.2656909342892	62.9425304480758	0.886632901352167
8	8.8734294	0.93708133	1.74685881	0.892860151436002	0.331979805301177	0.211502078099636	6.24409699221114	0.363111582465724	50.2654589617875	66.3630540413025	0.914792692699348
8	8.8734294	0.93708133	1.74685881	0.0763082893739572	0.779918792240115	0.0613678582128915	5.1504379213898	0.296399122570475	50.0201417140157	59.0229901766564	0.84630335727553
8	8.8734294	0.93708133	1.74685881	0.873429402791816	0.968540662820932	0.20981030268185	6.18083771826335	0.319681024588351	50.1664667746647	67.1339666660259	0.858613898770582
8	8.8734294	0.93708133	1.74685881	0.0103741538857	0.501874592148739	0.0515512960728505	4.3165129382449	0.280073499502149	49.8603277439277	57.7878978665587	0.837576574538223
8	8.8734294	0.93708133	1.74685881	0.771320643266746	0.0207519493594015	0.0578098930066494	4.64555986476556	0.282426634624224	49.8585810416306	57.7767826760727	0.837537234062635
9	9.01037415	0.00374918	0.02074831	0.417022004702574	0.720324493442158	0.44845509333833	17.4907444002909	0.835812473071708	61.5455440686399	68.3643038002641	0.93234450563689
9	9.01037415	0.00374918	0.02074831	0.435994902142004	0.0259262318278913	0.445262004303881	21.3243637344762	0.920340614164134	68.8936743930508	70.4189671756127	0.975883501757689
9	9.01037415	0.00374918	0.02074831	0.550797902574576	0.708147822618105	0.360826987123104	15.7746395693767	0.772389705503674	59.643288843178	65.9659229090132	0.917780947853319
9	9.01037415	0.00374918	0.02074831	0.967029839013677	0.547232249175722	0.35857191897457	15.6032823810171	0.808392421463521	59.886213862737	65.6689673009813	0.935412425495989
9	9.01037415	0.00374918	0.02074831	0.221993171089739	0.870732306177376	0.586211012436652	21.3460345231951	0.938577218629238	66.4723889998022	74.192703473473	0.970124923576991
9	9.01037415	0.00374918	0.02074831	0.892860151436002	0.331979805301177	0.436958835723532	16.9880676034826	0.890847975105171	62.3707167452142	67.6317281995872	0.963428987842303
9	9.01037415	0.00374918	0.02074831	0.0763082893739572	0.779918792240115	0.542586502666882	23.7766852345937	0.957529684523138	70.3596871327822	74.372676183274	0.990366173734629
9	9.01037415	0.00374918	0.02074831	0.873429402791816	0.968540662820932	0.290734534357384	14.3286589632017	0.66550036657836	57.9467232594558	64.3672530659548	0.88543244463833
9	9.01037415	0.00374918	0.02074831	0.0103741538857	0.501874592148739	0.361792060324511	19.0171699570436	0.874344950540242	67.9541169620478	69.1350739918238	0.96562855515348
9	9.01037415	0.00374918	0.02074831	0.771320643266746	0.0207519493594015	0.41956352827231	20.7659226445826	0.907779736023748	68.5416900511044	69.8988905658829	0.972375738042751
10	10.77132064	-0.9584961	1.54264129	0.417022004702574	0.720324493442158	0.210812266989775	11.4471103972327	0.302372682615206	54.8705971032968	72.8147433400715	0.892509860315262
10	10.77132064	-0.9584961	1.54264129	0.435994902142004	0.0259262318278913	0.0757924636654187	9.3144681499207	0.289439583905352	54.6218095094765	59.9224897290027	0.854016488710615
10	10.77132064	-0.9584961	1.54264129	0.550797902574576	0.708147822618105	0.210235662947617	11.396106380564	0.291497357619729	54.8018774900236	72.9483848654939	0.87762821224614
10	10.77132064	-0.9584961	1.54264129	0.967029839013677	0.547232249175722	0.210879138964288	11.4157891010065	0.29751493084883	54.8274681521676	72.9002648645299	0.881827020276952
10	10.77132064	-0.9584961	1.54264129	0.221993171089739	0.870732306177376	0.123552401631448	11.534939386564	0.327839020372504	55.2402283316477	66.9408702661962	0.902962756154921
10	10.77132064	-0.9584961	1.54264129	0.892860151436002	0.331979805301177	0.214742415344054	11.5512893472638	0.337733612575755	55.0088798332979	72.0026430099506	0.914855362073411
10	10.77132064	-0.9584961	1.54264129	0.0763082893739572	0.779918792240115	0.0766649245796818	9.6894373021863	0.29958992652747	54.8931295396685	61.3257137021505	0.860324229641812
10	10.77132064	-0.9584961	1.54264129	0.873429402791816	0.968540662820932	0.209323704716816	11.3810839247493	0.287613110555182	54.7824012171127	72.9392153273493	0.875071808431987
10	10.77132064	-0.9584961	1.54264129	0.0103741538857	0.501874592148739	0.0654858416945144	8.27755645265883	0.285229345659464	54.5306185097091	59.616345517783	0.850476361197214
10	10.77132064	-0.9584961	1.54264129	0.771320643266746	0.0207519493594015	0.0719709417221052	9.00998547056684	0.285649673333339	54.5672240927795	59.7250986584084	0.851857240232337
