img	seed	mean	std	alpha_1	alpha_0	beta	SSIM	PSNR
1	1.417022	0.44064899	0.83404401	0.567442359468248	4.87241547218228	3.64367316750553	0.0829919221919922	6.23812083255355
1	1.417022	0.44064899	0.83404401	0.0874513546557631	4.45786633590129	1.42430583736959	0.0829932936239784	6.23812126737462
1	1.417022	0.44064899	0.83404401	1.50482227927957	1.23530915980907	4.63167567529588	0.0830782051436645	6.23801694913755
1	1.417022	0.44064899	0.83404401	2.47300822769011	1.14041552224668	1.27736961878606	0.0845212071838489	6.20314403820592
1	1.417022	0.44064899	0.83404401	3.37865707751776	0.22356091101473	1.71651836271296	0.0842647816715962	6.15621670713241
1	1.417022	0.44064899	0.83404401	4.11555170354896	0.130589907849337	1.05385319965647	0.0842655225067446	6.15626020111949
1	1.417022	0.44064899	0.83404401	4.23331203605067	2.80582770132517	2.27437701202876	0.08346663313098	6.23583232690265
1	1.417022	0.44064899	0.83404401	2.10091483570387	1.81619748482543	0.924383438807259	0.083097662476568	6.23903741697558
1	1.417022	0.44064899	0.83404401	0.46554143335929	4.85827959994894	2.41929990231823	0.0829933199725094	6.23812234156103
1	1.417022	0.44064899	0.83404401	4.92095925271288	1.66706133007327	3.36850812334569	0.0842970377651896	6.15748252610661
1	1.417022	0.44064899	0.83404401	0.436748214510875	1.15238549775864	2.05530535319456	0.0829942514238751	6.23812423682088
1	1.417022	0.44064899	0.83404401	1.82552791511347	2.25602957946669	2.48030174383895	0.0830266708923064	6.23841039780396
1	1.417022	0.44064899	0.83404401	4.62017557787213	0.78935290267396	4.33457538407899	0.0842633267830945	6.1559666053464
1	1.417022	0.44064899	0.83404401	1.50436665023309	0.93472908170939	1.6159133848411	0.0836441899111738	6.23215207767672
1	1.417022	0.44064899	0.83404401	4.12234737956641	0.906748662485999	4.38663384103526	0.0842660858937001	6.15615549452737
1	1.417022	0.44064899	0.83404401	0.168773552116042	2.44553753982792	4.23042548640441	0.0829961351277209	6.23812821296041
1	1.417022	0.44064899	0.83404401	2.76970511250293	1.98123946852683	0.240633862900383	0.08341009056574	6.23982323418729
1	1.417022	0.44064899	0.83404401	1.89549262716885	2.83549083589807	2.97796256328561	0.083018368995421	6.23831476648644
1	1.417022	0.44064899	0.83404401	1.09322525073603	0.157013597512903	1.43562638669852	0.0842665968202296	6.1562563301659
1	1.417022	0.44064899	0.83404401	0.771437890656379	0.66849780350033	1.81342733088444	0.0830585664383077	6.23815302819044
1	1.417022	0.44064899	0.83404401	2.72925714967489	4.29428305295679	3.4294629328329	0.08302918032705	6.23848075177539
1	1.417022	0.44064899	0.83404401	1.29685734974222	0.216805255809501	2.91015171063302	0.0842646581749231	6.15622998322706
1	1.417022	0.44064899	0.83404401	1.48124580836217	4.04533857836663	1.75126262611706	0.0830299181196141	6.23849829655152
1	1.417022	0.44064899	0.83404401	4.63740269309479	4.36213147204608	2.92315636297777	0.0830680081931409	6.23888383881607
1	1.417022	0.44064899	0.83404401	0.927876374092697	1.93299651521035	4.15948099318585	0.0829947234300242	6.23812536860641
1	1.417022	0.44064899	0.83404401	0.533691011276554	3.42171316639344	2.67481308695544	0.0829936449578382	6.23812295897089
1	1.417022	0.44064899	0.83404401	3.21344957893039	2.69310465484473	2.55948991229315	0.0831038120587752	6.23866522709621
1	1.417022	0.44064899	0.83404401	1.01101146715121	3.9227380205528	4.30268619618516	0.0829952355753022	6.23812675856341
1	1.417022	0.44064899	0.83404401	2.84470110059623	0.329821137947212	4.44055334950129	0.0842632560338703	6.15585915168631
1	1.417022	0.44064899	0.83404401	1.55414899878178	4.09493610359425	1.67376312285763	0.08303186259202	6.23854624905145
1	1.417022	0.44064899	0.83404401	4.59554515899591	3.21097799961928	3.76856114864588	0.0833348506917205	6.23702432609243
1	1.417022	0.44064899	0.83404401	0.240906137501188	3.40481506933859	3.99348033951901	0.0829933763179249	6.23812110948062
1	1.417022	0.44064899	0.83404401	2.50334063170191	2.34033712974058	2.50391262821116	0.0830623002177671	6.23865148954269
1	1.417022	0.44064899	0.83404401	2.60957858250127	3.49703183507332	1.34934485536475	0.083049612186339	6.23901204310431
1	1.417022	0.44064899	0.83404401	1.77709558902618	1.70424438344651	4.66553221140785	0.0830256699968283	6.23817386752636
1	1.417022	0.44064899	0.83404401	1.37612834900669	3.19615380462635	3.1194960616769	0.0830057591271697	6.23818258091837
1	1.417022	0.44064899	0.83404401	1.2852121355257	3.41893791535536	3.31820878784558	0.0830027996384801	6.23816400468322
1	1.417022	0.44064899	0.83404401	0.230204968157428	1.851211580578	1.21159133745702	0.0829932100352495	6.23812215281416
1	1.417022	0.44064899	0.83404401	3.10186907276628	2.54476534322704	1.49122420879364	0.0831230113828625	6.23891637236654
1	1.417022	0.44064899	0.83404401	1.01303476814445	1.03546552030487	0.76318871650123	0.0830522195827336	6.23880865796145
1	1.417022	0.44064899	0.83404401	3.28132092616478	4.77450688456614	4.85438017496908	0.0830210534481728	6.23834796916797
1	1.417022	0.44064899	0.83404401	3.23775524676512	2.5357484410654	2.6417069007612	0.0831562646430107	6.23846847364649
1	1.417022	0.44064899	0.83404401	2.49847160234417	1.27968567155835	1.29050315494287	0.0842586584205942	6.2169077545903
1	1.417022	0.44064899	0.83404401	0.765270993830734	0.788428305047036	4.92745557091576	0.0829978751672298	6.23810047661363
1	1.417022	0.44064899	0.83404401	1.00501798058987	1.64510233246091	1.48249844350536	0.0830211877856767	6.23834962863957
1	1.417022	0.44064899	0.83404401	4.42940249718813	3.94290783401862	2.12364065737554	0.0830872486459961	6.23904324299074
1	1.417022	0.44064899	0.83404401	3.03177168888238	3.28755784308908	1.53620504671785	0.083053936746001	6.2390253456124
1	1.417022	0.44064899	0.83404401	3.59692893121979	3.03610587810995	3.44930807289382	0.0830977340114464	6.23858142834264
1	1.417022	0.44064899	0.83404401	1.14401743778451	0.953440093120915	4.43179835491199	0.0830623260005324	6.238031537776
1	1.417022	0.44064899	0.83404401	1.07343444508413	4.54751185670832	4.08617686581728	0.082995899146309	6.238127947518
1	1.417022	0.44064899	0.83404401	4.18472062132262	4.85117925970165	2.23576892630756	0.0830521683356795	6.23902362427426
1	1.417022	0.44064899	0.83404401	3.66133624034426	2.83594507725442	1.50611945024996	0.0831781299991421	6.23890314170738
1	1.417022	0.44064899	0.83404401	3.36139279315396	2.44039199620292	4.12747587017948	0.0832570709571962	6.23746906337662
1	1.417022	0.44064899	0.83404401	2.71702470895483	1.39184692546898	2.12258795374567	0.0842556458527408	6.21642711790288
2	2.4359949	-0.94814754	0.8719898	2.08511002351287	3.60162246721079	0.000571874086724433	0.0786783963732457	9.8442625807926
2	2.4359949	-0.94814754	0.8719898	2.17997451071002	0.129631159139457	2.74831238939355	0.0783383778046245	9.71513363412678
2	2.4359949	-0.94814754	0.8719898	2.75398951287288	3.54073911309052	1.45452369456472	0.0734742117458035	9.74681661541944
2	2.4359949	-0.94814754	0.8719898	4.83514919506838	2.73616124587861	4.86342179982442	0.0758055754823639	9.75796788133418
2	2.4359949	-0.94814754	0.8719898	1.1099658554487	4.35366153088688	1.03359577669713	0.0733389303109921	9.74574261794293
2	2.4359949	-0.94814754	0.8719898	4.46430075718001	1.65989902650589	4.10614561528916	0.0781127814779971	9.72909663936609
2	2.4359949	-0.94814754	0.8719898	0.381541446869786	3.89959396120057	2.19204615720447	0.0724938395835641	9.73936410624146
2	2.4359949	-0.94814754	0.8719898	4.36714701395908	4.84270331410466	4.3459727010696	0.0733267450946179	9.74572485797306
2	2.4359949	-0.94814754	0.8719898	0.0518707694284998	2.50937296074369	2.47886646567073	0.0719154132440021	9.73395840777859
2	2.4359949	-0.94814754	0.8719898	3.85660321633373	0.103759746797008	3.16824117463138	0.0783392081364885	9.71512375484495
2	2.4359949	-0.94814754	0.8719898	0.901348444383846	0.0973762074381229	2.31609263249172	0.0783380354645083	9.71521525726848
2	2.4359949	-0.94814754	0.8719898	0.770814211898362	3.70024848257702	1.31657507592567	0.0730483166446039	9.74362624424182
2	2.4359949	-0.94814754	0.8719898	3.8885120528691	1.18770610017456	4.12139266330684	0.07833001885157	9.71528766568248
2	2.4359949	-0.94814754	0.8719898	2.56971671886345	3.86582526039648	4.35213842862406	0.0730518402620873	9.74366278748893
2	2.4359949	-0.94814754	0.8719898	4.24408848634289	0.894479624604992	0.271816071532157	0.0783731029455829	9.71968422364658
2	2.4359949	-0.94814754	0.8719898	1.11645539576769	2.61581670700338	2.75350728290591	0.0728564859636198	9.74222737465578
2	2.4359949	-0.94814754	0.8719898	1.47332501343555	2.65293377802647	0.957603934737474	0.0734359269549074	9.7464737159856
2	2.4359949	-0.94814754	0.8719898	3.25187120869796	2.52726686867421	4.39300735460776	0.0738307214726667	9.74980098804312
2	2.4359949	-0.94814754	0.8719898	0.487668008747258	3.80624858337428	1.23468986583164	0.0728495363199361	9.74217566847449
2	2.4359949	-0.94814754	0.8719898	2.94065400538637	4.48856863954709	4.45765364737354	0.0730664373178425	9.74376660435098
2	2.4359949	-0.94814754	0.8719898	0.243624404045636	1.44554829894908	3.60483173415615	0.0721630383922434	9.73637841696956
2	2.4359949	-0.94814754	0.8719898	1.04230268679421	2.40840530881683	2.10269017657187	0.0729193094297042	9.74268971384698
2	2.4359949	-0.94814754	0.8719898	2.58648941923295	4.73481301907407	3.82729879698453	0.0730833414522393	9.74387950399717
2	2.4359949	-0.94814754	0.8719898	4.80008651667959	3.49756024974788	4.9993364631194	0.0741853156238709	9.75210892504901
2	2.4359949	-0.94814754	0.8719898	4.35062068313606	2.9113846433628	1.39419470350535	0.0748914019183698	9.75584205216829
2	2.4359949	-0.94814754	0.8719898	1.53967476312485	2.5969573965265	3.84148830768987	0.072854716676515	9.74221849678104
2	2.4359949	-0.94814754	0.8719898	2.12860705259448	4.07291870247276	3.6769864509984	0.0730503323138663	9.74364078336406
2	2.4359949	-0.94814754	0.8719898	3.6450687114456	2.80619801163821	0.624835460046205	0.0745672205175813	9.75442023206192
2	2.4359949	-0.94814754	0.8719898	4.31879992785041	1.42452982613813	0.36628194041868	0.0783615149329798	9.72141026760985
2	2.4359949	-0.94814754	0.8719898	3.22071768034168	1.90374244817558	3.31523952667834	0.0754795998216908	9.7574239738634
2	2.4359949	-0.94814754	0.8719898	1.43026910830258	4.790527832595	3.85156466109439	0.0727899066028533	9.74172455929952
2	2.4359949	-0.94814754	0.8719898	4.2944463364652	1.8635557748764	2.77564388999298	0.0775791366974457	9.74706796880428
2	2.4359949	-0.94814754	0.8719898	1.24255063718865	2.24987710525398	2.0547040149827	0.0730522981563368	9.74365511214718
2	2.4359949	-0.94814754	0.8719898	0.192808404407048	3.90050230262337	0.463518776670667	0.0728581973704163	9.74224004101283
2	2.4359949	-0.94814754	0.8719898	2.29027474112045	1.54174803482456	1.15743522517781	0.0746944782796074	9.75518103504407
2	2.4359949	-0.94814754	0.8719898	3.64253595797863	3.00807106185107	4.76090333703007	0.0736178310460821	9.74823499937084
2	2.4359949	-0.94814754	0.8719898	4.72248301428653	2.32049087152204	0.963975144785788	0.076929292455329	9.75717135885493
2	2.4359949	-0.94814754	0.8719898	1.92386559758372	4.29853923295309	4.7209981790371	0.0728547199386497	9.74221420951411
2	2.4359949	-0.94814754	0.8719898	2.73444578072677	3.98949510641303	4.10200939949191	0.0730856859367311	9.74391116051963
2	2.4359949	-0.94814754	0.8719898	2.03843514040143	0.2768302005593	3.94267438743376	0.0783394208001256	9.71516481076281
2	2.4359949	-0.94814754	0.8719898	1.2546181187247	0.230479103363059	3.38408120555279	0.0783407132654919	9.7151689673115
2	2.4359949	-0.94814754	0.8719898	1.87270059423681	4.75357153204958	3.65996970905703	0.07292246598378	9.74271235021287
2	2.4359949	-0.94814754	0.8719898	0.575272831948895	3.04533269639741	0.666954820929941	0.0732165839035154	9.74484606577536
2	2.4359949	-0.94814754	0.8719898	4.17421074332825	0.523980521849349	3.72320240839759	0.078340595508212	9.71526074326618
2	2.4359949	-0.94814754	0.8719898	4.945057567378	2.74772363422363	1.40723650977531	0.0760523691208621	9.75884779099242
2	2.4359949	-0.94814754	0.8719898	3.91916175402875	3.17416853026365	1.24521545757874	0.0742191684608121	9.75178858027275
2	2.4359949	-0.94814754	0.8719898	0.567442359468248	4.87241547218228	3.64367316750553	0.0724438202719722	9.7389372740041
2	2.4359949	-0.94814754	0.8719898	0.0874513546557631	4.45786633590129	1.42430583736959	0.0721422784603451	9.73617179649427
2	2.4359949	-0.94814754	0.8719898	1.50482227927957	1.23530915980907	4.63167567529588	0.0735123136721611	9.74756058203007
2	2.4359949	-0.94814754	0.8719898	2.47300822769011	1.14041552224668	1.27736961878606	0.077272449291071	9.75269317449667
2	2.4359949	-0.94814754	0.8719898	3.37865707751776	0.22356091101473	1.71651836271296	0.0783407324378097	9.71526564388891
2	2.4359949	-0.94814754	0.8719898	4.11555170354896	0.130589907849337	1.05385319965647	0.078341237874053	9.71529782870101
2	2.4359949	-0.94814754	0.8719898	4.23331203605067	2.80582770132517	2.27437701202876	0.074787904469333	9.75565428700654
2	2.4359949	-0.94814754	0.8719898	2.10091483570387	1.81619748482543	0.924383438807259	0.0738229515495922	9.7496933472418
2	2.4359949	-0.94814754	0.8719898	0.46554143335929	4.85827959994894	2.41929990231823	0.0725162569677895	9.73955421596506
2	2.4359949	-0.94814754	0.8719898	4.92095925271288	1.66706133007327	3.36850812334569	0.0782582953247633	9.71777175543426
2	2.4359949	-0.94814754	0.8719898	0.436748214510875	1.15238549775864	2.05530535319456	0.0725596080632349	9.73990873690681
2	2.4359949	-0.94814754	0.8719898	1.82552791511347	2.25602957946669	2.48030174383895	0.0731117700880141	9.74413980217288
2	2.4359949	-0.94814754	0.8719898	4.62017557787213	0.78935290267396	4.33457538407899	0.078338879336756	9.71522283119378
2	2.4359949	-0.94814754	0.8719898	1.50436665023309	0.93472908170939	1.6159133848411	0.0751207451573267	9.75645268631536
2	2.4359949	-0.94814754	0.8719898	4.12234737956641	0.906748662485999	4.38663384103526	0.0783376316725371	9.71521105549637
2	2.4359949	-0.94814754	0.8719898	0.168773552116042	2.44553753982792	4.23042548640441	0.0720322266384372	9.73504679018077
2	2.4359949	-0.94814754	0.8719898	2.76970511250293	1.98123946852683	0.240633862900383	0.0752511744885828	9.7583531695912
2	2.4359949	-0.94814754	0.8719898	1.89549262716885	2.83549083589807	2.97796256328561	0.0730637992698924	9.74375007345209
2	2.4359949	-0.94814754	0.8719898	1.09322525073603	0.157013597512903	1.43562638669852	0.0783414922054502	9.71532196468995
2	2.4359949	-0.94814754	0.8719898	0.771437890656379	0.66849780350033	1.81342733088444	0.0733741348982898	9.74647635373656
2	2.4359949	-0.94814754	0.8719898	2.72925714967489	4.29428305295679	3.4294629328329	0.0731994345960936	9.74472546066613
2	2.4359949	-0.94814754	0.8719898	1.29685734974222	0.216805255809501	2.91015171063302	0.0783398859446606	9.71534250306428
2	2.4359949	-0.94814754	0.8719898	1.48124580836217	4.04533857836663	1.75126262611706	0.0732050190108663	9.74476121859927
2	2.4359949	-0.94814754	0.8719898	4.63740269309479	4.36213147204608	2.92315636297777	0.0735574398217023	9.74760617438514
2	2.4359949	-0.94814754	0.8719898	0.927876374092697	1.93299651521035	4.15948099318585	0.0725816375247447	9.74008600824893
2	2.4359949	-0.94814754	0.8719898	0.533691011276554	3.42171316639344	2.67481308695544	0.0725405798390127	9.7397543568958
2	2.4359949	-0.94814754	0.8719898	3.21344957893039	2.69310465484473	2.55948991229315	0.0737094102992812	9.7488450032714
2	2.4359949	-0.94814754	0.8719898	1.01101146715121	3.9227380205528	4.30268619618516	0.0726162749186399	9.74036294458757
2	2.4359949	-0.94814754	0.8719898	2.84470110059623	0.329821137947212	4.44055334950129	0.0783392874962218	9.71515072552808
2	2.4359949	-0.94814754	0.8719898	1.55414899878178	4.09493610359425	1.67376312285763	0.0732272813423762	9.74492443402489
2	2.4359949	-0.94814754	0.8719898	4.59554515899591	3.21097799961928	3.76856114864588	0.074420637794546	9.75352079182606
2	2.4359949	-0.94814754	0.8719898	0.240906137501188	3.40481506933859	3.99348033951901	0.0721362816217449	9.73611169912892
2	2.4359949	-0.94814754	0.8719898	2.50334063170191	2.34033712974058	2.50391262821116	0.0734552759853415	9.74688612917974
2	2.4359949	-0.94814754	0.8719898	2.60957858250127	3.49703183507332	1.34934485536475	0.0734988350225273	9.74699223713184
2	2.4359949	-0.94814754	0.8719898	1.77709558902618	1.70424438344651	4.66553221140785	0.0730901500489965	9.74427389671182
2	2.4359949	-0.94814754	0.8719898	1.37612834900669	3.19615380462635	3.1194960616769	0.0728629537754832	9.74227540980139
2	2.4359949	-0.94814754	0.8719898	1.2852121355257	3.41893791535536	3.31820878784558	0.0727928169609727	9.74174693186022
2	2.4359949	-0.94814754	0.8719898	0.230204968157428	1.851211580578	1.21159133745702	0.0725145089720428	9.73953940545672
2	2.4359949	-0.94814754	0.8719898	3.10186907276628	2.54476534322704	1.49122420879364	0.0738670605175006	9.75000578557837
2	2.4359949	-0.94814754	0.8719898	1.01303476814445	1.03546552030487	0.76318871650123	0.0734678803703538	9.74682715053751
2	2.4359949	-0.94814754	0.8719898	3.28132092616478	4.77450688456614	4.85438017496908	0.0730868627810421	9.74391990347981
2	2.4359949	-0.94814754	0.8719898	3.23775524676512	2.5357484410654	2.6417069007612	0.0739346158825847	9.75042728649702
2	2.4359949	-0.94814754	0.8719898	2.49847160234417	1.27968567155835	1.29050315494287	0.076560718022279	9.75774314704964
2	2.4359949	-0.94814754	0.8719898	0.765270993830734	0.788428305047036	4.92745557091576	0.0727709678249935	9.74177886100919
2	2.4359949	-0.94814754	0.8719898	1.00501798058987	1.64510233246091	1.48249844350536	0.0730814969777255	9.74387034231236
2	2.4359949	-0.94814754	0.8719898	4.42940249718813	3.94290783401862	2.12364065737554	0.0737758585036514	9.74932523195007
2	2.4359949	-0.94814754	0.8719898	3.03177168888238	3.28755784308908	1.53620504671785	0.0736250993593993	9.74802527659715
2	2.4359949	-0.94814754	0.8719898	3.59692893121979	3.03610587810995	3.44930807289382	0.0736482368059375	9.7484016152987
2	2.4359949	-0.94814754	0.8719898	1.14401743778451	0.953440093120915	4.43179835491199	0.0734177014177929	9.74689224680229
2	2.4359949	-0.94814754	0.8719898	1.07343444508413	4.54751185670832	4.08617686581728	0.0726398198733368	9.74055276925479
2	2.4359949	-0.94814754	0.8719898	4.18472062132262	4.85117925970165	2.23576892630756	0.0734906229233844	9.74696261993912
2	2.4359949	-0.94814754	0.8719898	3.66133624034426	2.83594507725442	1.50611945024996	0.0742272731775532	9.75188918773485
2	2.4359949	-0.94814754	0.8719898	3.36139279315396	2.44039199620292	4.12747587017948	0.0741817843313743	9.75209091584966
2	2.4359949	-0.94814754	0.8719898	2.71702470895483	1.39184692546898	2.12258795374567	0.0765514326733027	9.75732257835449
3	3.5507979	0.41629565	1.10159581	2.08511002351287	3.60162246721079	0.000571874086724433	0.0785461314953311	6.34739247037925
3	3.5507979	0.41629565	1.10159581	2.17997451071002	0.129631159139457	2.74831238939355	0.078471214569103	6.23734803790342
3	3.5507979	0.41629565	1.10159581	2.75398951287288	3.54073911309052	1.45452369456472	0.0774355786595448	6.32435726437226
3	3.5507979	0.41629565	1.10159581	4.83514919506838	2.73616124587861	4.86342179982442	0.0782215455026308	6.31281731802629
3	3.5507979	0.41629565	1.10159581	1.1099658554487	4.35366153088688	1.03359577669713	0.0774208765514971	6.32398043458932
3	3.5507979	0.41629565	1.10159581	4.46430075718001	1.65989902650589	4.10614561528916	0.0785362649739717	6.2492253102585
3	3.5507979	0.41629565	1.10159581	0.381541446869786	3.89959396120057	2.19204615720447	0.0773580478117168	6.32336565301619
3	3.5507979	0.41629565	1.10159581	4.36714701395908	4.84270331410466	4.3459727010696	0.0774208570507775	6.32394062474542
3	3.5507979	0.41629565	1.10159581	0.0518707694284998	2.50937296074369	2.47886646567073	0.0773596099258275	6.32410776788847
3	3.5507979	0.41629565	1.10159581	3.85660321633373	0.103759746797008	3.16824117463138	0.0784706248033554	6.23685095393111
3	3.5507979	0.41629565	1.10159581	0.901348444383846	0.0973762074381229	2.31609263249172	0.0784697381024165	6.23730386857691
3	3.5507979	0.41629565	1.10159581	0.770814211898362	3.70024848257702	1.31657507592567	0.0773927451576197	6.3235715802782
3	3.5507979	0.41629565	1.10159581	3.8885120528691	1.18770610017456	4.12139266330684	0.0784695057522145	6.23705259265198
3	3.5507979	0.41629565	1.10159581	2.56971671886345	3.86582526039648	4.35213842862406	0.0773933164101686	6.32357715048255
3	3.5507979	0.41629565	1.10159581	4.24408848634289	0.894479624604992	0.271816071532157	0.0784788875865379	6.23995052687548
3	3.5507979	0.41629565	1.10159581	1.11645539576769	2.61581670700338	2.75350728290591	0.0773746325294082	6.32343129824338
3	3.5507979	0.41629565	1.10159581	1.47332501343555	2.65293377802647	0.957603934737474	0.0774312882343191	6.3242329667483
3	3.5507979	0.41629565	1.10159581	3.25187120869796	2.52726686867421	4.39300735460776	0.0775171114697778	6.32339820720154
3	3.5507979	0.41629565	1.10159581	0.487668008747258	3.80624858337428	1.23468986583164	0.077374563203298	6.32343052450206
3	3.5507979	0.41629565	1.10159581	2.94065400538637	4.48856863954709	4.45765364737354	0.077400024776857	6.32365770621373
3	3.5507979	0.41629565	1.10159581	0.243624404045636	1.44554829894908	3.60483173415615	0.0773536574862341	6.32335463048339
3	3.5507979	0.41629565	1.10159581	1.04230268679421	2.40840530881683	2.10269017657187	0.077384700960151	6.32349689085135
3	3.5507979	0.41629565	1.10159581	2.58648941923295	4.73481301907407	3.82729879698453	0.0774008471495368	6.32366839644505
3	3.5507979	0.41629565	1.10159581	4.80008651667959	3.49756024974788	4.9993364631194	0.0776037154365937	6.3230872382924
3	3.5507979	0.41629565	1.10159581	4.35062068313606	2.9113846433628	1.39419470350535	0.0777903775346859	6.32268359233076
3	3.5507979	0.41629565	1.10159581	1.53967476312485	2.5969573965265	3.84148830768987	0.0773752385268053	6.3234341692359
3	3.5507979	0.41629565	1.10159581	2.12860705259448	4.07291870247276	3.6769864509984	0.0773920092246019	6.32356370331415
3	3.5507979	0.41629565	1.10159581	3.6450687114456	2.80619801163821	0.624835460046205	0.0775970085016469	6.32492776301683
