img	seed	std	alpha_1	alpha_0	beta	SSIM	PSNR	MS_SSIM	PSNR_HVS	PSNR_HMA	VIF	FSIM
3	3.5507979	0.5507979	2.31396192980024	0.0622558480782045	3.16824117463138	0.112189249915979	6.27266412951178	0.559900193325723	55.7158256280075	55.7171962947009	1.07797807896843	0.891572920888376
4	4.96702984	0.96702984	1.25106601410772	2.16097348032647	0.000571874086724433	0.142685568992902	9.86497030119565	0.504629507977136	54.363861219752	54.4843353232847	0.439596153094388	0.898271223100337
4	4.96702984	0.96702984	1.30798470642601	0.077778695483674	2.74831238939355	0.0455641013475962	0.795756535466723	0.370376600524362	50.5048102189652	50.5113520107626	1.43415379769642	0.84662066372596
4	4.96702984	0.96702984	1.65239370772373	2.12444346785431	1.45452369456472	0.0457291218354907	0.852137310577344	0.373923176507527	50.6509613645762	50.6587572997497	1.40992047951391	0.847590803052635
4	4.96702984	0.96702984	2.90108951704103	1.64169674752717	4.86342179982442	0.0456841225603566	0.833898347287411	0.372866570957393	50.601526134082	50.6087171716526	1.4176376190397	0.847426899422987
4	4.96702984	0.96702984	0.665979513269218	2.61219691853213	1.03359577669713	0.0457294015559777	0.852339024875956	0.373910168988749	50.6506237212694	50.6584166579045	1.40995582380841	0.847578358174147
4	4.96702984	0.96702984	2.678580454308	0.995939415903532	4.10614561528916	0.0455004682982806	0.789317813681925	0.370568208125996	50.5116873664214	50.5182499343823	1.43319805223561	0.84663133506825
4	4.96702984	0.96702984	0.228924868121872	2.33975637672034	2.19204615720447	0.0457533216672662	0.855897505487843	0.373963975598803	50.6523130657177	50.6601187752495	1.4094416266326	0.847602964138367
4	4.96702984	0.96702984	2.62028820837545	2.9056219884628	4.3459727010696	0.0457321048193201	0.852709925921846	0.373914361142977	50.650687843364	50.6584809553692	1.40991779130366	0.847579675718929
4	4.96702984	0.96702984	0.0311224616570999	1.50562377644622	2.47886646567073	0.0457696819856597	0.858499868359733	0.374035182712748	50.6545964288743	50.6624235875229	1.40897151849964	0.847634450169835
4	4.96702984	0.96702984	2.31396192980024	0.0622558480782045	3.16824117463138	0.0454095939390618	0.773584885479061	0.37004421415948	50.4962078124084	50.5026883291749	1.4370524454608	0.846495630710716
5	5.22199317	0.22199317	1.25106601410772	2.16097348032647	0.000571874086724433	0.447229258711786	18.9293055628344	0.870099961482501	65.57981030792	66.3688841457409	0.301338850849804	0.977187169970565
5	5.22199317	0.22199317	1.30798470642601	0.077778695483674	2.74831238939355	0.315066927759129	16.1240230412039	0.805407885682011	64.8098502623476	64.8138579356384	0.888804208633166	0.947756255072165
5	5.22199317	0.22199317	1.65239370772373	2.12444346785431	1.45452369456472	0.325890658722198	16.585775304672	0.81806458745119	65.6670979139822	65.6732000104821	0.881113794255973	0.953437168813332
5	5.22199317	0.22199317	2.90108951704103	1.64169674752717	4.86342179982442	0.320789849815949	16.38573837667	0.812753622218155	65.2618127629194	65.2662885364338	0.876515556619076	0.951406129257097
5	5.22199317	0.22199317	0.665979513269218	2.61219691853213	1.03359577669713	0.325883518205789	16.5854876101996	0.818051632090182	65.6676554088081	65.6739466445015	0.881308321356698	0.953415544223717
5	5.22199317	0.22199317	2.678580454308	0.995939415903532	4.10614561528916	0.31607742983819	16.1734287858763	0.806364252567567	64.866664401761	64.8707228155075	0.884974637348461	0.948179854084527
5	5.22199317	0.22199317	0.228924868121872	2.33975637672034	2.19204615720447	0.32586976015109	16.585288124573	0.818017409403966	65.6698921073788	65.6762858676666	0.881540811433697	0.953398982645192
5	5.22199317	0.22199317	2.62028820837545	2.9056219884628	4.3459727010696	0.32571411005673	16.5791851233973	0.817961950645715	65.6602304942029	65.6658293388079	0.880929873076683	0.953409767542977
5	5.22199317	0.22199317	0.0311224616570999	1.50562377644622	2.47886646567073	0.325825937929269	16.5865078402334	0.8180545756352	65.6740113312165	65.6804654139682	0.880471838727068	0.953419426367691
5	5.22199317	0.22199317	2.31396192980024	0.0622558480782045	3.16824117463138	0.316339536405938	16.1843742290527	0.806173372071246	64.8394074200861	64.8434475855202	0.884927032234412	0.948040892421659
6	6.89286015	0.89286015	1.25106601410772	2.16097348032647	0.000571874086724433	0.156674510585608	10.522902215092	0.523296502113573	55.0979034271421	55.1577618714765	0.447723430257733	0.912140619149105
6	6.89286015	0.89286015	1.30798470642601	0.077778695483674	2.74831238939355	0.0541066591165437	1.66177743367503	0.391512123438435	51.3611729576961	51.3665209203075	1.35983459776968	0.857108910457661
6	6.89286015	0.89286015	1.65239370772373	2.12444346785431	1.45452369456472	0.0544613105692917	1.75319746510009	0.395312269591524	51.5292204215388	51.5347208749946	1.32846096462548	0.858568099033864
6	6.89286015	0.89286015	2.90108951704103	1.64169674752717	4.86342179982442	0.0544636548691553	1.73194582512586	0.394466065522985	51.4756639882428	51.481121727641	1.33818320903062	0.858465082019981
6	6.89286015	0.89286015	0.665979513269218	2.61219691853213	1.03359577669713	0.0544555794705075	1.75259248363417	0.395294339236095	51.5285824039296	51.5340834364442	1.32849359654223	0.858558983176012
6	6.89286015	0.89286015	2.678580454308	0.995939415903532	4.10614561528916	0.0542822253147779	1.68355722327696	0.3920746770675	51.3777783800295	51.3831431438921	1.3561067440111	0.857387520240216
6	6.89286015	0.89286015	0.228924868121872	2.33975637672034	2.19204615720447	0.054481774841157	1.75636077785031	0.395350512834323	51.5302920434325	51.5357967289647	1.32793586243611	0.858607313992122
6	6.89286015	0.89286015	2.62028820837545	2.9056219884628	4.3459727010696	0.0544616182867869	1.75292536479743	0.395298510300698	51.5285958260446	51.5340970622678	1.32853148005791	0.858562859372007
6	6.89286015	0.89286015	0.0311224616570999	1.50562377644622	2.47886646567073	0.05450164816243	1.76011184480994	0.395444053755306	51.5333372619124	51.538844145856	1.32688040382075	0.858661058277229
6	6.89286015	0.89286015	2.31396192980024	0.0622558480782045	3.16824117463138	0.0541427279781045	1.66816198249759	0.391591797287563	51.3629323248064	51.3682817191583	1.35903421298018	0.857140103784963
7	7.07630829	0.07630829	1.25106601410772	2.16097348032647	0.000571874086724433	0.64823975426601	18.8069622517688	0.93818095973445	65.3807082334327	67.5840525748507	0.212726147892998	0.985403179407972
7	7.07630829	0.07630829	1.30798470642601	0.077778695483674	2.74831238939355	0.817106706336836	24.2289232161816	0.983715215552119	77.6277620537818	77.6276034094911	0.585581887359517	0.996669431045317
7	7.07630829	0.07630829	1.65239370772373	2.12444346785431	1.45452369456472	0.804060432667027	25.4195272670788	0.971666348850378	71.9636544237907	74.2973488514295	0.585548039940914	0.98344775841917
7	7.07630829	0.07630829	2.90108951704103	1.64169674752717	4.86342179982442	0.817672429846425	24.5022510982505	0.981984054888743	75.8119795112488	75.811854454544	0.567991408976619	0.995578053235326
7	7.07630829	0.07630829	0.665979513269218	2.61219691853213	1.03359577669713	0.804270045369247	25.5140868992541	0.969424586149894	71.6044032493755	74.4298417409759	0.596957992833999	0.981063652513431
7	7.07630829	0.07630829	2.678580454308	0.995939415903532	4.10614561528916	0.810571982973773	24.1369906411411	0.982854726913873	77.4203534250737	77.4202091304492	0.580825893055692	0.996490689732006
7	7.07630829	0.07630829	0.228924868121872	2.33975637672034	2.19204615720447	0.804428589732848	25.5572632394452	0.972995258097883	71.7277793368182	75.0768287268391	0.597694466846674	0.989025257318461
7	7.07630829	0.07630829	2.62028820837545	2.9056219884628	4.3459727010696	0.809058304763538	25.3584616547752	0.973849923292597	72.2815792262796	74.4013711747341	0.580213168310168	0.986188736505824
7	7.07630829	0.07630829	0.0311224616570999	1.50562377644622	2.47886646567073	0.820029691788315	25.5723086417703	0.977963161455233	71.8995422426332	75.7601276756803	0.595865205784765	0.99712636852894
7	7.07630829	0.07630829	2.31396192980024	0.0622558480782045	3.16824117463138	0.81747802262957	24.2157755257002	0.983738575446083	77.6295168917697	77.6293575844945	0.584461716385942	0.99666710987705
8	8.8734294	0.8734294	1.25106601410772	2.16097348032647	0.000571874086724433	0.15250236331789	10.9485141799942	0.552070518851619	55.4910911871141	55.5531092996671	0.426154040304742	0.912750645830106
8	8.8734294	0.8734294	1.30798470642601	0.077778695483674	2.74831238939355	0.0527156950756855	1.95823305473513	0.414287483688717	51.6465488323305	51.6538601314674	1.23885848555482	0.856421992772352
8	8.8734294	0.8734294	1.65239370772373	2.12444346785431	1.45452369456472	0.0528915905343915	2.01844359013621	0.418567070488105	51.8139959226848	51.8219996894881	1.2117263084544	0.85769675397928
8	8.8734294	0.8734294	2.90108951704103	1.64169674752717	4.86342179982442	0.052865907163221	1.99567967091384	0.417134141345862	51.7537182718367	51.7613912642907	1.22070289554398	0.857505827916927
8	8.8734294	0.8734294	0.665979513269218	2.61219691853213	1.03359577669713	0.052879346028775	2.01717881891913	0.418540420199087	51.8133450002576	51.821348301167	1.21182145104272	0.857690181718026
8	8.8734294	0.8734294	2.678580454308	0.995939415903532	4.10614561528916	0.0526112907505968	1.94763164617249	0.414404969013703	51.6533305227002	51.6606675764565	1.23749058563703	0.856505497257613
8	8.8734294	0.8734294	0.228924868121872	2.33975637672034	2.19204615720447	0.0529091887663807	2.02116159948306	0.418613330881176	51.8152796632035	51.8232861523294	1.21129475109357	0.857712392725425
8	8.8734294	0.8734294	2.62028820837545	2.9056219884628	4.3459727010696	0.0528835458712243	2.01752404399982	0.418542798298875	51.8133613827133	51.8213646524483	1.21182415530601	0.857691730818596
8	8.8734294	0.8734294	0.0311224616570999	1.50562377644622	2.47886646567073	0.0529297285485235	2.02502949956545	0.418716141621827	51.818119367047	51.8261337741657	1.21058778348923	0.857729453047734
8	8.8734294	0.8734294	2.31396192980024	0.0622558480782045	3.16824117463138	0.0526575624156403	1.95189300649974	0.414214729924946	51.6455731428637	51.6528860202552	1.23933392532821	0.856393830521633
9	9.01037415	0.01037415	1.25106601410772	2.16097348032647	0.000571874086724433	0.710819938242937	18.3902172389714	0.943707333032856	64.5572956052424	67.1732543712104	0.182948884600589	0.984320128839256
9	9.01037415	0.01037415	1.30798470642601	0.077778695483674	2.74831238939355	0.833584588105684	20.8904383494488	0.975058397299548	71.6638187420184	72.1812038311571	0.358365766608678	0.992651363496172
9	9.01037415	0.01037415	1.65239370772373	2.12444346785431	1.45452369456472	0.682777299286978	20.9047695579422	0.93063072275514	65.8769637839415	69.6124129735254	0.349363047647667	0.96682885681344
9	9.01037415	0.01037415	2.90108951704103	1.64169674752717	4.86342179982442	0.807028252123533	20.8938479958526	0.969897761198694	70.4472501202492	71.5851062027079	0.350419618353385	0.98850546792908
9	9.01037415	0.01037415	0.665979513269218	2.61219691853213	1.03359577669713	0.670257077514682	20.9056846109234	0.912847143430698	65.427815734162	69.6616422182159	0.369260387166731	0.963763710294965
9	9.01037415	0.01037415	2.678580454308	0.995939415903532	4.10614561528916	0.823266796333882	20.8911223650638	0.974144312808589	71.6745639259282	72.1490633429299	0.359618133727663	0.991035159645879
9	9.01037415	0.01037415	0.228924868121872	2.33975637672034	2.19204615720447	0.670251830251443	20.9071261951877	0.91397893124253	65.4451605917166	69.9534464768993	0.378801947906368	0.984769747743604
9	9.01037415	0.01037415	2.62028820837545	2.9056219884628	4.3459727010696	0.712677155696243	20.9046832596626	0.938511966478085	66.249441194464	69.6755012529688	0.343418490884313	0.972354277323717
9	9.01037415	0.01037415	0.0311224616570999	1.50562377644622	2.47886646567073	0.678339631405853	20.9081378402295	0.923034323274012	65.4839548820015	70.2571971092589	0.37933077807079	0.992726200350862
9	9.01037415	0.01037415	2.31396192980024	0.0622558480782045	3.16824117463138	0.833983169413575	20.8913818971514	0.97501283656057	71.6236970169619	72.1611257798985	0.357795206372119	0.992678260287344
10	10.77132064	0.77132064	1.25106601410772	2.16097348032647	0.000571874086724433	0.174608436800095	11.4938279361892	0.571376909654538	55.8355306709314	55.9583395265733	0.443917976834621	0.918909458944364
10	10.77132064	0.77132064	1.30798470642601	0.077778695483674	2.74831238939355	0.0686926961012507	2.96780645925547	0.439367953698264	52.2898759505312	52.3091073255729	1.33262858371753	0.868365409108293
10	10.77132064	0.77132064	1.65239370772373	2.12444346785431	1.45452369456472	0.0690770456807214	3.0412010639067	0.444242370210031	52.4764913993934	52.4966775772623	1.30505404217687	0.869984302448297
10	10.77132064	0.77132064	2.90108951704103	1.64169674752717	4.86342179982442	0.0689936144718261	3.01481972600579	0.442680094482024	52.4080123620811	52.4278357299268	1.31519912790651	0.869827801028756
10	10.77132064	0.77132064	0.665979513269218	2.61219691853213	1.03359577669713	0.0690749644309008	3.04082623335748	0.444225336291646	52.4761137833415	52.4962997490692	1.30524487071378	0.869976892297802
10	10.77132064	0.77132064	2.678580454308	0.995939415903532	4.10614561528916	0.0686257232332457	2.96070866978498	0.439474979139886	52.2959167822646	52.3151836207162	1.33188118306285	0.868517283553609
10	10.77132064	0.77132064	0.228924868121872	2.33975637672034	2.19204615720447	0.0691115164840608	3.04452108353453	0.444292179439221	52.4782257758118	52.4984228307955	1.30496306743071	0.870008841083854
10	10.77132064	0.77132064	2.62028820837545	2.9056219884628	4.3459727010696	0.0690743851240341	3.04075493280725	0.444224028507238	52.4760811673097	52.4962667248406	1.30525808893974	0.869977964901657
10	10.77132064	0.77132064	0.0311224616570999	1.50562377644622	2.47886646567073	0.069113751551326	3.04530441827623	0.444307553522468	52.4790062537061	52.4992059535286	1.30473607889242	0.870022162098795
10	10.77132064	0.77132064	2.31396192980024	0.0622558480782045	3.16824117463138	0.0686454354620492	2.96402620814685	0.439310524011777	52.2891827799815	52.3084091879783	1.33295438396803	0.868349801547161
