img	seed	std	alpha_1	alpha_0	beta	SSIM	PSNR	MS_SSIM	PSNR_HVS	PSNR_HMA	VIF	FSIM
1	1.417022	0.417022	1.25106601410772	2.16097348032647	0.000571874086724433	0.176548959633663	9.36057222696295	0.654707392367414	58.2325583541061	58.2326993287835	0.955030233339005	0.912272196888778
1	1.417022	0.417022	1.30798470642601	0.077778695483674	2.74831238939355	0.173180111683052	9.07862869068917	0.647299793745459	57.9040743102542	57.904210848845	1.01577472068492	0.909017033009636
1	1.417022	0.417022	1.65239370772373	2.12444346785431	1.45452369456472	0.175423464859104	9.25564967835454	0.655536754957018	58.2937507382854	58.2939107736189	0.985481284175432	0.912056878691822
1	1.417022	0.417022	2.90108951704103	1.64169674752717	4.86342179982442	0.174655659402605	9.1905859014628	0.652542154105347	58.1297691301653	58.1299108929209	0.994140201023464	0.911386392115369
1	1.417022	0.417022	0.665979513269218	2.61219691853213	1.03359577669713	0.175423701203028	9.25516640283297	0.655508533327387	58.2926031556814	58.292763202992	0.985642018291937	0.91205642375537
1	1.417022	0.417022	2.678580454308	0.995939415903532	4.10614561528916	0.173465412542917	9.0961131922085	0.647849935805924	57.9264750270988	57.9266107837255	1.01339239234209	0.909345647382136
1	1.417022	0.417022	0.228924868121872	2.33975637672034	2.19204615720447	0.175444953935852	9.25501646188144	0.655478295791774	58.2915815097107	58.2917415982954	0.986029563188473	0.912044211021108
1	1.417022	0.417022	2.62028820837545	2.9056219884628	4.3459727010696	0.175423216553698	9.25472667430072	0.655503382739556	58.2919129471228	58.2920729654233	0.985636642239088	0.912047167678746
1	1.417022	0.417022	0.0311224616570999	1.50562377644622	2.47886646567073	0.175533159447499	9.25986594642184	0.655589401873619	58.2951640704932	58.2953242577679	0.985355269355509	0.912088639790698
1	1.417022	0.417022	2.31396192980024	0.0622558480782045	3.16824117463138	0.173213146230291	9.08031816839841	0.647369252862091	57.9066975443548	57.9068340832487	1.01545462883161	0.909050020587251
2	2.4359949	0.4359949	1.25106601410772	2.16097348032647	0.000571874086724433	0.161002474700868	8.80761140632157	0.645964681430114	58.1484378916666	58.1576474253424	0.953761639156753	0.906578252458944
2	2.4359949	0.4359949	1.30798470642601	0.077778695483674	2.74831238939355	0.157495108558033	8.5399431660174	0.638646625141331	57.8232910451686	57.8318504065169	1.01669799649818	0.9035083773691
2	2.4359949	0.4359949	1.65239370772373	2.12444346785431	1.45452369456472	0.159256832990318	8.69814103623104	0.646083260840573	58.1787913126365	58.1896076747355	0.982729267553229	0.906561832410981
2	2.4359949	0.4359949	2.90108951704103	1.64169674752717	4.86342179982442	0.158880127438694	8.64550699557533	0.643780195078958	58.0479318990507	58.0569789527842	0.994402297162422	0.905894232238351
