img	seed	mean	std	alpha_1	alpha_0	lambda	SSIM	PSNR
1	1.417022	0.44064899	0.83404401	0.00863759985570083	0.00284905965227627	0.0073256388083736	0.240086582217362	8.25308989737007
1	1.417022	0.44064899	0.83404401	0.00644143536068335	0.00380748489635117	0.0663047905335669	0.0975672536799496	7.0379902245955
1	1.417022	0.44064899	0.83404401	0.00286053821660516	0.00958105566519	0.0770312932218878	0.0804136251403616	6.02380907847413
1	1.417022	0.44064899	0.83404401	0.0085888926729304	0.0037271115497528	0.0555128777998597	0.11587299223098	7.57610484599404
1	1.417022	0.44064899	0.83404401	0.0024851012743773	0.00449975421050795	0.0410940802996541	0.085900187761904	6.45048649716051
1	1.417022	0.44064899	0.83404401	0.000385616808814097	0.00780100460524675	0.00927037553341333	0.0814987537833414	6.1118148099457
1	1.417022	0.44064899	0.83404401	0.00458054948224091	0.00308349606964912	0.0231487045035562	0.13409994486617	8.0951426138081
1	1.417022	0.44064899	0.83404401	0.00728507191595726	0.00601614212370213	0.0952180667406014	0.0898565361357077	6.72297746579732
1	1.417022	0.44064899	0.83404401	0.00944496602857307	0.00464098174304408	0.0192795028957158	0.21089642311509	8.3448051168743
1	1.417022	0.44064899	0.83404401	0.00384773119516744	0.00859707846590619	0.094419963580742	0.0813070110642819	6.09624483889131
1	1.417022	0.44064899	0.83404401	0.00546889156145355	0.00797899021282605	0.0820401879898381	0.0873460616589208	6.55718909766814
1	1.417022	0.44064899	0.83404401	0.00407687028080286	0.000553660401118601	0.0788534877486753	0.0764743553920259	5.63886487667237
1	1.417022	0.44064899	0.83404401	0.0025092362374494	0.000460958206726118	0.0676816241110558	0.0763019782287504	5.62666710695389
1	1.417022	0.44064899	0.83404401	0.00374540118847362	0.00950714306409916	0.0731993941811405	0.0837286651450776	6.28588475339673
1	1.417022	0.44064899	0.83404401	0.00115054566389779	0.00609066539279481	0.0133390964185988	0.0919526007546154	6.87834862036838
1	1.417022	0.44064899	0.83404401	0.00834842148665649	0.0010479610436987	0.0744640481679518	0.0810520753303973	5.9442629384616
1	1.417022	0.44064899	0.83404401	0.009890115134756	0.00549544726844725	0.0281447301955063	0.189512297863224	8.34769800931667
1	1.417022	0.44064899	0.83404401	0.00783832350805751	0.0063483370605273	0.0249043091515749	0.196395018006309	8.33425516007768
1	1.417022	0.44064899	0.83404401	0.0011348847189365	0.00974483094436457	0.0728734633501106	0.0754770312721033	5.61576294611913
1	1.417022	0.44064899	0.83404401	0.000174902709311526	0.00891573267180258	0.0284861167473918	0.0733418528717002	5.43313823811142
1	1.417022	0.44064899	0.83404401	0.00300964455855915	0.00247061831961814	0.0926335135059176	0.0793716856666735	5.93763395252375
1	1.417022	0.44064899	0.83404401	0.00494601645538021	0.00228083104449336	0.0255473923757211	0.13102225576858	7.92738627487299
1	1.417022	0.44064899	0.83404401	0.00675731415503552	0.00044712182202946	0.0343303672542592	0.080336136924566	5.89815533065674
1	1.417022	0.44064899	0.83404401	0.00823110340709792	0.000261179815698673	0.0210770639931294	0.0799170441365639	5.87087751141252
1	1.417022	0.44064899	0.83404401	0.00846662407210134	0.00561165540265034	0.0454875402405753	0.12864674054755	8.02113219185643
1	1.417022	0.44064899	0.83404401	0.00420182967140774	0.00363239496965086	0.0184876687761452	0.144196776265974	8.2225345932358
1	1.417022	0.44064899	0.83404401	0.00093108286671858	0.00971655919989788	0.0483859980463646	0.0763467138312698	5.68934421823846
1	1.417022	0.44064899	0.83404401	0.00984191850542577	0.00333412266014653	0.0673701624669138	0.105652750544503	7.19638000974037
1	1.417022	0.44064899	0.83404401	0.000873496429021751	0.00230477099551728	0.0411061070638913	0.076811337187043	5.72808913233953
1	1.417022	0.44064899	0.83404401	0.00365105583022694	0.00451205915893338	0.0496060348767789	0.08895559031593	6.67400221846161
1	1.417022	0.44064899	0.83404401	0.00924035115574425	0.00157870580534792	0.0866915076815797	0.0838137644294289	6.11681727767246
1	1.417022	0.44064899	0.83404401	0.00300873330046619	0.00186945816341878	0.0323182676968219	0.0959256073127843	6.98240274111186
1	1.417022	0.44064899	0.83404401	0.00824469475913282	0.001813497324972	0.0877326768207053	0.0854629558361108	6.21591328510114
1	1.417022	0.44064899	0.83404401	0.000337547104232083	0.00489107507965585	0.0846085097280883	0.0728456986827853	5.38997803620708
1	1.417022	0.44064899	0.83404401	0.00553941022500586	0.00396247893705367	0.00481267725800767	0.227170105846672	8.07833990992608
1	1.417022	0.44064899	0.83404401	0.0037909852543377	0.00567098167179614	0.0595592512657122	0.08664074229666	6.5055703906402
1	1.417022	0.44064899	0.83404401	0.00218645050147206	0.000314027195025806	0.0287125277339703	0.0790094229878402	5.81103920912776
1	1.417022	0.44064899	0.83404401	0.00154287578131276	0.00133699560700066	0.0362685466176888	0.0817527200297279	6.12947596915698
1	1.417022	0.44064899	0.83404401	0.00545851429934979	0.00858856610591359	0.0685892586566579	0.0903781870181693	6.7719873954839
1	1.417022	0.44064899	0.83404401	0.00259371469948443	0.000433610511619003	0.0582030342126604	0.0767045093392761	5.65479601013203
1	1.417022	0.44064899	0.83404401	0.00296249161672434	0.00809067715673327	0.0350252525223411	0.0915629972589694	6.85199506225375
1	1.417022	0.44064899	0.83404401	0.00927480538618959	0.00872426294409216	0.0584631272595553	0.111725400195465	7.79693187219774
1	1.417022	0.44064899	0.83404401	0.00185575274818539	0.0038659930304207	0.083189619863717	0.0770547951504866	5.74844420959636
1	1.417022	0.44064899	0.83404401	0.00106738202255311	0.00684342633278687	0.0534962617391087	0.0764778839097364	5.70003615891545
1	1.417022	0.44064899	0.83404401	0.00642689915786079	0.00538620930968947	0.051189798245863	0.102473611359825	7.43782784551676
1	1.417022	0.44064899	0.83404401	0.00202202293430241	0.00784547604110561	0.0860537239237031	0.0772883155468015	5.76775539734247
1	1.417022	0.44064899	0.83404401	0.00568940220119246	0.000659642275894424	0.0888110669900257	0.0767062886141227	5.65501373062179
1	1.417022	0.44064899	0.83404401	0.00310829799756355	0.0081898722071885	0.0334752624571525	0.0935369191779441	6.98045154969575
1	1.417022	0.44064899	0.83404401	0.00919109031799182	0.00642195599923855	0.0753712229729177	0.103417935151726	7.39480359534365
1	1.417022	0.44064899	0.83404401	0.000481812275002377	0.00680963013867718	0.0798696067903802	0.0733067406308778	5.43007140264465
1	1.417022	0.44064899	0.83404401	0.00500668126340381	0.00468067425948115	0.0500782525642232	0.0954449186705467	7.08807872801235
1	1.417022	0.44064899	0.83404401	0.00521915716500255	0.00699406367014664	0.026986897107295	0.123332030957178	8.05393035568377
1	1.417022	0.44064899	0.83404401	0.00355419117805236	0.00340848876689302	0.093310644228157	0.0807028771536647	6.04712295096849
1	1.417022	0.44064899	0.83404401	0.00275225669801338	0.0063923076092527	0.062389921233538	0.0820115626035262	6.15175142918715
1	1.417022	0.44064899	0.83404401	0.0025704242710514	0.00683787583071072	0.0663641757569116	0.0807765812549501	6.05327936792766
1	1.417022	0.44064899	0.83404401	0.000460409936314855	0.00370242316115599	0.0242318267491405	0.0762597688264926	5.68176473334964
1	1.417022	0.44064899	0.83404401	0.00620373814553256	0.00508953068645407	0.0298244841758729	0.134965343560985	8.1490234456348
1	1.417022	0.44064899	0.83404401	0.0020260695362889	0.00207093104060973	0.0152637743300246	0.103771331757581	7.52236678597531
1	1.417022	0.44064899	0.83404401	0.00656264185232957	0.00954901376913228	0.0970876034993816	0.0875650455504994	6.57308596849159
1	1.417022	0.44064899	0.83404401	0.00647551049353023	0.0050714968821308	0.0528341380152239	0.102251029044753	7.40189328393562
1	1.417022	0.44064899	0.83404401	0.00499694320468834	0.0025593713431167	0.0258100630988575	0.133527577247014	7.99721254317871
1	1.417022	0.44064899	0.83404401	0.00153054198766147	0.00157685661009407	0.0985491114183153	0.0754656349162737	5.614933560049
1	1.417022	0.44064899	0.83404401	0.00201003596117974	0.00329020466492182	0.0296499688701072	0.087492741585948	6.56741645564971
1	1.417022	0.44064899	0.83404401	0.00885880499437626	0.00788581566803725	0.0424728131475108	0.133236621738818	8.14643388022288
1	1.417022	0.44064899	0.83404401	0.00606354337776475	0.00657511568617816	0.030724100934357	0.125401376945239	8.07913600160555
1	1.417022	0.44064899	0.83404401	0.00719385786243958	0.00607221175621989	0.0689861614578764	0.0967419358623509	7.1513532316357
1	1.417022	0.44064899	0.83404401	0.00228803487556901	0.00190688018624183	0.0886359670982399	0.0778288224848544	5.81186971312869
1	1.417022	0.44064899	0.83404401	0.00214686889016827	0.00909502371341664	0.0817235373163457	0.0779235251965058	5.82040992855997
1	1.417022	0.44064899	0.83404401	0.00836944124264524	0.0097023585194033	0.0447153785261511	0.121105008224166	8.01750270837477
1	1.417022	0.44064899	0.83404401	0.00732267248068852	0.00567189015450885	0.0301223890049993	0.155620799610897	8.27167961262396
1	1.417022	0.44064899	0.83404401	0.00672278558630792	0.00488078399240584	0.0825495174035896	0.0916329278148927	6.80435094917502
1	1.417022	0.44064899	0.83404401	0.00543404941790965	0.00278369385093796	0.0424517590749133	0.108602209067437	7.4156261155645
2	2.4359949	-0.94814754	0.8719898	0.00417022004702574	0.00720324493442158	1.14374817344887e-05	0.163067424933162	10.3654761996117
2	2.4359949	-0.94814754	0.8719898	0.00435994902142004	0.000259262318278913	0.0549662477878709	0.0650356736577252	8.81545303568589
2	2.4359949	-0.94814754	0.8719898	0.00550797902574576	0.00708147822618105	0.0290904738912944	0.0985054413423563	10.8223434330401
2	2.4359949	-0.94814754	0.8719898	0.00967029839013677	0.00547232249175722	0.0972684359964884	0.0836604613512046	10.2008909579819
2	2.4359949	-0.94814754	0.8719898	0.00221993171089739	0.00870732306177376	0.0206719155339426	0.0774965683517346	10.2248110420869
2	2.4359949	-0.94814754	0.8719898	0.00892860151436002	0.00331979805301177	0.0821229123057832	0.0883612124853496	10.2153975684754
2	2.4359949	-0.94814754	0.8719898	0.000763082893739572	0.00779918792240115	0.0438409231440893	0.064613398295673	8.89154528739898
2	2.4359949	-0.94814754	0.8719898	0.00873429402791816	0.00968540662820932	0.086919454021392	0.0781175945146652	10.166753396714
2	2.4359949	-0.94814754	0.8719898	0.000103741538857	0.00501874592148739	0.0495773293134146	0.0620468113800089	8.60190328379884
2	2.4359949	-0.94814754	0.8719898	0.00771320643266746	0.000207519493594015	0.0633648234926275	0.064002978668761	8.73866062865742
2	2.4359949	-0.94814754	0.8719898	0.00180269688876769	0.000194752414876246	0.0463218526498345	0.0646206286719733	8.78497666109113
2	2.4359949	-0.94814754	0.8719898	0.00154162842379672	0.00740049696515405	0.0263315015185135	0.0707462137336634	9.58749172806121
2	2.4359949	-0.94814754	0.8719898	0.0077770241057382	0.00237541220034912	0.0824278532661369	0.0817071565154425	9.86682641882562
2	2.4359949	-0.94814754	0.8719898	0.0051394334377269	0.00773165052079297	0.0870427685724813	0.0711696862878117	9.59778704534495
2	2.4359949	-0.94814754	0.8719898	0.00848817697268579	0.00178895924920998	0.00543632143064314	0.176516685827699	10.8019926323473
2	2.4359949	-0.94814754	0.8719898	0.00223291079153539	0.00523163341400676	0.0550701456581181	0.0682727042783432	9.29929632534853
2	2.4359949	-0.94814754	0.8719898	0.0029466500268711	0.00530586755605294	0.0191520786947495	0.0856421591997747	10.6272661000564
2	2.4359949	-0.94814754	0.8719898	0.00650374241739592	0.00505453373734843	0.0878601470921552	0.0753519743208451	9.8364764819919
2	2.4359949	-0.94814754	0.8719898	0.000975336017494516	0.00761249716674856	0.0246937973166327	0.068070234834776	9.28143451526265
2	2.4359949	-0.94814754	0.8719898	0.00588130801077274	0.00897713727909418	0.0891530729474708	0.0721749288484277	9.7016737511482
2	2.4359949	-0.94814754	0.8719898	0.000487248808091273	0.00289109659789817	0.072096634683123	0.0628544059819811	8.69176432050343
2	2.4359949	-0.94814754	0.8719898	0.00208460537358843	0.00481681061763366	0.0420538035314375	0.0695949960622488	9.44749957115022
2	2.4359949	-0.94814754	0.8719898	0.00517297883846589	0.00946962603814814	0.0765459759396907	0.0722479399855519	9.72363238243372
2	2.4359949	-0.94814754	0.8719898	0.00960017303335919	0.00699512049949576	0.0999867292623879	0.0800366215548983	10.1384407333071
2	2.4359949	-0.94814754	0.8719898	0.00870124136627212	0.0058227692867256	0.0278838940701069	0.176160298907957	10.9962206024061
2	2.4359949	-0.94814754	0.8719898	0.00307934952624971	0.00519391479305301	0.0768297661537973	0.0682673844608667	9.29194026170188
2	2.4359949	-0.94814754	0.8719898	0.00425721410518896	0.00814583740494553	0.073539729019968	0.0708269536971312	9.57846161876781
2	2.4359949	-0.94814754	0.8719898	0.00729013742289119	0.00561239602327641	0.0124967092009241	0.173580660108168	10.71282503964
2	2.4359949	-0.94814754	0.8719898	0.00863759985570083	0.00284905965227627	0.0073256388083736	0.174750885286728	10.7507507707989
2	2.4359949	-0.94814754	0.8719898	0.00644143536068335	0.00380748489635117	0.0663047905335669	0.081866401416505	10.1554915046447
2	2.4359949	-0.94814754	0.8719898	0.00286053821660516	0.00958105566519	0.0770312932218878	0.0677495372040169	9.24166491203961
2	2.4359949	-0.94814754	0.8719898	0.0085888926729304	0.0037271115497528	0.0555128777998597	0.102103111006266	10.7315314855457
2	2.4359949	-0.94814754	0.8719898	0.0024851012743773	0.00449975421050795	0.0410940802996541	0.071226940806721	9.61814333609695
2	2.4359949	-0.94814754	0.8719898	0.000385616808814097	0.00780100460524675	0.00927037553341333	0.0682719357005087	9.31598129736892
2	2.4359949	-0.94814754	0.8719898	0.00458054948224091	0.00308349606964912	0.0231487045035562	0.112506053594494	10.9634889682244
2	2.4359949	-0.94814754	0.8719898	0.00728507191595726	0.00601614212370213	0.0952180667406014	0.0754904750679436	9.86896918200178
2	2.4359949	-0.94814754	0.8719898	0.00944496602857307	0.00464098174304408	0.0192795028957158	0.180683892621054	10.9253017760451
2	2.4359949	-0.94814754	0.8719898	0.00384773119516744	0.00859707846590619	0.094419963580742	0.0683060625460335	9.30273167294402
2	2.4359949	-0.94814754	0.8719898	0.00546889156145355	0.00797899021282605	0.0820401879898381	0.0723298757662929	9.71238097580105
2	2.4359949	-0.94814754	0.8719898	0.00407687028080286	0.000553660401118601	0.0788534877486753	0.0665842054633198	8.9280589106213
2	2.4359949	-0.94814754	0.8719898	0.0025092362374494	0.000460958206726118	0.0676816241110558	0.0664362896474246	8.91798930765574
2	2.4359949	-0.94814754	0.8719898	0.00374540118847362	0.00950714306409916	0.0731993941811405	0.069814085549878	9.47299221581749
2	2.4359949	-0.94814754	0.8719898	0.00115054566389779	0.00609066539279481	0.0133390964185988	0.0745913050010553	9.97647463695742
2	2.4359949	-0.94814754	0.8719898	0.00834842148665649	0.0010479610436987	0.0744640481679518	0.0715190260748234	9.26465669601392
2	2.4359949	-0.94814754	0.8719898	0.009890115134756	0.00549544726844725	0.0281447301955063	0.178843500383056	11.0143906046972
2	2.4359949	-0.94814754	0.8719898	0.00783832350805751	0.0063483370605273	0.0249043091515749	0.175257498495803	10.9270798238876
2	2.4359949	-0.94814754	0.8719898	0.0011348847189365	0.00974483094436457	0.0728734633501106	0.0643139787877836	8.85766992888497
2	2.4359949	-0.94814754	0.8719898	0.000174902709311526	0.00891573267180258	0.0284861167473918	0.0627408899510142	8.67989429827922
2	2.4359949	-0.94814754	0.8719898	0.00300964455855915	0.00247061831961814	0.0926335135059176	0.0677055136605078	9.16717819057068
2	2.4359949	-0.94814754	0.8719898	0.00494601645538021	0.00228083104449336	0.0255473923757211	0.115890480824127	10.9752073848105
2	2.4359949	-0.94814754	0.8719898	0.00675731415503552	0.00044712182202946	0.0343303672542592	0.0707381421152632	9.21310843322621
2	2.4359949	-0.94814754	0.8719898	0.00823110340709792	0.000261179815698673	0.0210770639931294	0.0702922729507154	9.18346823215862
2	2.4359949	-0.94814754	0.8719898	0.00846662407210134	0.00561165540265034	0.0454875402405753	0.107031238754037	10.9198402361864
2	2.4359949	-0.94814754	0.8719898	0.00420182967140774	0.00363239496965086	0.0184876687761452	0.127874989900437	10.9694736025778
2	2.4359949	-0.94814754	0.8719898	0.00093108286671858	0.00971655919989788	0.0483859980463646	0.0649114697872989	8.92529339001265
2	2.4359949	-0.94814754	0.8719898	0.00984191850542577	0.00333412266014653	0.0673701624669138	0.0964764639987184	10.4973593846192
2	2.4359949	-0.94814754	0.8719898	0.000873496429021751	0.00230477099551728	0.0411061070638913	0.0652615336823972	8.96206617479901
2	2.4359949	-0.94814754	0.8719898	0.00365105583022694	0.00451205915893338	0.0496060348767789	0.0736477515633674	9.81485897756741
2	2.4359949	-0.94814754	0.8719898	0.00924035115574425	0.00157870580534792	0.0866915076815797	0.0743169072031032	9.44275371077673
2	2.4359949	-0.94814754	0.8719898	0.00300873330046619	0.00186945816341878	0.0323182676968219	0.0810322218401206	10.1138091259305
2	2.4359949	-0.94814754	0.8719898	0.00824469475913282	0.001813497324972	0.0877326768207053	0.0760622218549423	9.54921166544099
2	2.4359949	-0.94814754	0.8719898	0.000337547104232083	0.00489107507965585	0.0846085097280883	0.0623763451891687	8.63859918275025
2	2.4359949	-0.94814754	0.8719898	0.00553941022500586	0.00396247893705367	0.00481267725800767	0.17037327989218	10.5760257640505
2	2.4359949	-0.94814754	0.8719898	0.0037909852543377	0.00567098167179614	0.0595592512657122	0.0718526890653235	9.6675016906277
2	2.4359949	-0.94814754	0.8719898	0.00218645050147206	0.000314027195025806	0.0287125277339703	0.0692804464988003	9.11567997704809
2	2.4359949	-0.94814754	0.8719898	0.00154287578131276	0.00133699560700066	0.0362685466176888	0.0693162594450551	9.33358626905593
2	2.4359949	-0.94814754	0.8719898	0.00545851429934979	0.00858856610591359	0.0685892586566579	0.0741670974976586	9.89356571779598
2	2.4359949	-0.94814754	0.8719898	0.00259371469948443	0.000433610511619003	0.0582030342126604	0.0668429376607831	8.94645670637538
2	2.4359949	-0.94814754	0.8719898	0.00296249161672434	0.00809067715673327	0.0350252525223411	0.0744481947813231	9.95553412633491
2	2.4359949	-0.94814754	0.8719898	0.00927480538618959	0.00872426294409216	0.0584631272595553	0.0906607458572666	10.7072823708049
2	2.4359949	-0.94814754	0.8719898	0.00185575274818539	0.0038659930304207	0.083189619863717	0.0654344758309218	8.98125402589565
2	2.4359949	-0.94814754	0.8719898	0.00106738202255311	0.00684342633278687	0.0534962617391087	0.0650257309481784	8.93826760518653
2	2.4359949	-0.94814754	0.8719898	0.00642689915786079	0.00538620930968947	0.051189798245863	0.0845136830383162	10.4548975631558
2	2.4359949	-0.94814754	0.8719898	0.00202202293430241	0.00784547604110561	0.0860537239237031	0.065593699902626	9.00254431701644
2	2.4359949	-0.94814754	0.8719898	0.00568940220119246	0.000659642275894424	0.0888110669900257	0.0669002197018794	8.95053566056091
2	2.4359949	-0.94814754	0.8719898	0.00310829799756355	0.0081898722071885	0.0334752624571525	0.0755344538833546	10.0589322161635
2	2.4359949	-0.94814754	0.8719898	0.00919109031799182	0.00642195599923855	0.0753712229729177	0.0860066907968304	10.4392752606223
2	2.4359949	-0.94814754	0.8719898	0.000481812275002377	0.00680963013867718	0.0798696067903802	0.0627297449995357	8.67787195232021
2	2.4359949	-0.94814754	0.8719898	0.00500668126340381	0.00468067425948115	0.0500782525642232	0.0789129882317727	10.1694838443823
2	2.4359949	-0.94814754	0.8719898	0.00521915716500255	0.00699406367014664	0.026986897107295	0.10014844915129	10.8318172345067
2	2.4359949	-0.94814754	0.8719898	0.00355419117805236	0.00340848876689302	0.093310644228157	0.0683932764335591	9.2570496699412
2	2.4359949	-0.94814754	0.8719898	0.00275225669801338	0.0063923076092527	0.062389921233538	0.0687999787239911	9.35862197862507
2	2.4359949	-0.94814754	0.8719898	0.0025704242710514	0.00683787583071072	0.0663641757569116	0.0679957373082969	9.26876143078608
2	2.4359949	-0.94814754	0.8719898	0.000460409936314855	0.00370242316115599	0.0242318267491405	0.0648723475536707	8.92085049500494
2	2.4359949	-0.94814754	0.8719898	0.00620373814553256	0.00508953068645407	0.0298244841758729	0.114295757936066	10.9494133563308
2	2.4359949	-0.94814754	0.8719898	0.0020260695362889	0.00207093104060973	0.0152637743300246	0.0840799811878377	10.5021339360589
2	2.4359949	-0.94814754	0.8719898	0.00656264185232957	0.00954901376913228	0.0970876034993816	0.0724718792486223	9.72608235085927
2	2.4359949	-0.94814754	0.8719898	0.00647551049353023	0.0050714968821308	0.0528341380152239	0.0846452000128984	10.432448258837
2	2.4359949	-0.94814754	0.8719898	0.00499694320468834	0.0025593713431167	0.0258100630988575	0.115209902812147	10.9808905700445
2	2.4359949	-0.94814754	0.8719898	0.00153054198766147	0.00157685661009407	0.0985491114183153	0.0644410654946744	8.85561189190138
2	2.4359949	-0.94814754	0.8719898	0.00201003596117974	0.00329020466492182	0.0296499688701072	0.072373127743535	9.72765885793989
2	2.4359949	-0.94814754	0.8719898	0.00885880499437626	0.00788581566803725	0.0424728131475108	0.113141715483971	10.9327793042114
2	2.4359949	-0.94814754	0.8719898	0.00606354337776475	0.00657511568617816	0.030724100934357	0.103868567237638	10.8687849648419
2	2.4359949	-0.94814754	0.8719898	0.00719385786243958	0.00607221175621989	0.0689861614578764	0.080374363078707	10.2270015433378
2	2.4359949	-0.94814754	0.8719898	0.00228803487556901	0.00190688018624183	0.0886359670982399	0.0664190668711248	9.04411485680595
2	2.4359949	-0.94814754	0.8719898	0.00214686889016827	0.00909502371341664	0.0817235373163457	0.0660384376705591	9.05223659410991
2	2.4359949	-0.94814754	0.8719898	0.00836944124264524	0.0097023585194033	0.0447153785261511	0.09830333170272	10.8255060250099
2	2.4359949	-0.94814754	0.8719898	0.00732267248068852	0.00567189015450885	0.0301223890049993	0.143863736143184	11.0072301125986
2	2.4359949	-0.94814754	0.8719898	0.00672278558630792	0.00488078399240584	0.0825495174035896	0.0772027861248421	9.94561447170978
2	2.4359949	-0.94814754	0.8719898	0.00543404941790965	0.00278369385093796	0.0424517590749133	0.092346550472449	10.5233248363486
3	3.5507979	0.41629565	1.10159581	0.00417022004702574	0.00720324493442158	1.14374817344887e-05	0.229259139602177	8.28287343455604
3	3.5507979	0.41629565	1.10159581	0.00435994902142004	0.000259262318278913	0.0549662477878709	0.0696146847650894	5.57488137545558
3	3.5507979	0.41629565	1.10159581	0.00550797902574576	0.00708147822618105	0.0290904738912944	0.115034789237972	8.3939083244068
3	3.5507979	0.41629565	1.10159581	0.00967029839013677	0.00547232249175722	0.0972684359964884	0.0923015251685593	7.25655595393358
3	3.5507979	0.41629565	1.10159581	0.00221993171089739	0.00870732306177376	0.0206719155339426	0.09128570036957	7.40443543504816
3	3.5507979	0.41629565	1.10159581	0.00892860151436002	0.00331979805301177	0.0821229123057832	0.0922599853751249	7.09479284365491
3	3.5507979	0.41629565	1.10159581	0.000763082893739572	0.00779918792240115	0.0438409231440893	0.0704601714968543	5.70183971365118
3	3.5507979	0.41629565	1.10159581	0.00873429402791816	0.00968540662820932	0.086919454021392	0.0896810992274783	7.29166920417827
3	3.5507979	0.41629565	1.10159581	0.000103741538857	0.00501874592148739	0.0495773293134146	0.0670570094342425	5.38019639214827
3	3.5507979	0.41629565	1.10159581	0.00771320643266746	0.000207519493594015	0.0633648234926275	0.0687414107564919	5.50642150412373
3	3.5507979	0.41629565	1.10159581	0.00180269688876769	0.000194752414876246	0.0463218526498345	0.0692896004427452	5.54980272746946
3	3.5507979	0.41629565	1.10159581	0.00154162842379672	0.00740049696515405	0.0263315015185135	0.0798896368043529	6.5323465411895
3	3.5507979	0.41629565	1.10159581	0.0077770241057382	0.00237541220034912	0.0824278532661369	0.0850160622727532	6.65825985240908
3	3.5507979	0.41629565	1.10159581	0.0051394334377269	0.00773165052079297	0.0870427685724813	0.0800051066031431	6.54197726149944
3	3.5507979	0.41629565	1.10159581	0.00848817697268579	0.00178895924920998	0.00543632143064314	0.241251034980289	8.7567553140209
3	3.5507979	0.41629565	1.10159581	0.00223291079153539	0.00523163341400676	0.0550701456581181	0.0757164139627669	6.17663244934921
3	3.5507979	0.41629565	1.10159581	0.0029466500268711	0.00530586755605294	0.0191520786947495	0.103431736426851	8.05244756338098
3	3.5507979	0.41629565	1.10159581	0.00650374241739592	0.00505453373734843	0.0878601470921552	0.0837533302112435	6.82642627307785
3	3.5507979	0.41629565	1.10159581	0.000975336017494516	0.00761249716674856	0.0246937973166327	0.0754737895165462	6.15547066035787
