img	seed	std	alpha_1	alpha_0	SSIM	PSNR	MS_SSIM	PSNR_HVS	PSNR_HMA	VIF	FSIM
1	1.417022	0.417022	1.25106601410772	2.16097348032647	0.302576717417856	13.6192656573559	0.543254623159821	56.9504400733248	63.0634176408723	0.00997885891732139	0.884698058487714
1	1.417022	0.417022	1.30798470642601	0.077778695483674	0.250760666060696	13.4796264719481	0.700296619923615	59.3676467191304	59.367837277584	0.709808608876029	0.930251840212727
1	1.417022	0.417022	1.65239370772373	2.12444346785431	0.302797928088508	13.6182239358885	0.543938643945548	56.9568132046185	63.0537037793985	0.0100229054827	0.885025094800794
1	1.417022	0.417022	2.90108951704103	1.64169674752717	0.30896313931907	13.9240597036029	0.592242483263046	57.335608580811	62.929309055044	0.0150039333664519	0.898583293266037
1	1.417022	0.417022	0.665979513269218	2.61219691853213	0.428411950936988	15.7995377395477	0.732365559408051	59.6324881350171	64.8202484604799	0.0976346858319139	0.956419043062363
1	1.417022	0.417022	2.678580454308	0.995939415903532	0.345259008555708	14.8308898680529	0.711570028791617	58.5900391156648	63.1222573501056	0.0362850051827065	0.923296629066473
1	1.417022	0.417022	0.228924868121872	2.33975637672034	0.320910100714663	16.3776848246979	0.77080250907213	62.4229795090258	62.7068491037178	0.527538537443406	0.955315868735701
1	1.417022	0.417022	2.62028820837545	2.9056219884628	0.29499915371475	13.230033754466	0.477467071801299	56.516607204027	63.1572540503133	0.00562984277567073	0.853253016961615
1	1.417022	0.417022	0.0311224616570999	1.50562377644622	0.175492711123275	9.26064104363387	0.651790328342285	58.1396758426454	58.1398318894808	0.991051102559317	0.910881553324795
1	1.417022	0.417022	2.31396192980024	0.0622558480782045	0.229683968111104	12.3963836381378	0.68545634185709	58.908631760627	58.9087999071702	0.78425944635833	0.923829321685085
2	2.4359949	0.4359949	1.25106601410772	2.16097348032647	0.319626611501036	13.6712296562028	0.562673755452831	56.9908172446536	62.9712409254826	0.0107968042680614	0.879405316204387
2	2.4359949	0.4359949	1.30798470642601	0.077778695483674	0.232243374758457	12.9489002139977	0.690425880349628	59.2991007387833	59.3110856310968	0.7039049298924	0.926040689384918
2	2.4359949	0.4359949	1.65239370772373	2.12444346785431	0.321136609048591	13.6702764430711	0.5634854536265	56.9979059373081	62.9617617771994	0.0108262792476876	0.880495259993415
2	2.4359949	0.4359949	2.90108951704103	1.64169674752717	0.326555499864424	13.9506838901072	0.606576822715013	57.3506910702592	62.7770929992734	0.0159655768599272	0.89418147508052
2	2.4359949	0.4359949	0.665979513269218	2.61219691853213	0.444445396450364	15.6776864512451	0.734510347741547	59.3835121569457	64.3591226223207	0.0932356246417163	0.964146900243692
2	2.4359949	0.4359949	2.678580454308	0.995939415903532	0.348656437197323	14.6805029448525	0.700105915729981	58.3577485552611	62.7542911688374	0.0339656916592155	0.915022129003677
2	2.4359949	0.4359949	0.228924868121872	2.33975637672034	0.300064181410183	15.7396964193427	0.761470133215428	62.136706896189	62.4715580161615	0.508976743832332	0.954270405622937
2	2.4359949	0.4359949	2.62028820837545	2.9056219884628	0.300292553345272	13.2815719893696	0.495452734505232	56.5554072627695	63.108409493339	0.00605821007541322	0.847182626465693
2	2.4359949	0.4359949	0.0311224616570999	1.50562377644622	0.160928462627496	8.78182397082746	0.644210378675526	58.0675414447699	58.0772190746677	0.980555817450094	0.905669085172158
2	2.4359949	0.4359949	2.31396192980024	0.0622558480782045	0.211373769702193	11.8456504501106	0.675950568134026	58.8461712155063	58.8569723422537	0.780108412056875	0.919032452706053
3	3.5507979	0.5507979	1.25106601410772	2.16097348032647	0.321495205082679	13.674198319599	0.56725927001321	57.0200621812099	62.590128670361	0.013409040581478	0.882494877007246
3	3.5507979	0.5507979	1.30798470642601	0.077778695483674	0.165449111312347	9.96515944364219	0.602067474695197	56.7680053630294	56.7696722376088	0.81341338477878	0.908573051081062
3	3.5507979	0.5507979	1.65239370772373	2.12444346785431	0.319247364535066	13.599148511551	0.565258085141687	56.946944262767	62.5071445256364	0.0115883770175414	0.879876239402436
3	3.5507979	0.5507979	2.90108951704103	1.64169674752717	0.318643920703588	13.8874545548983	0.60819647415165	57.2989264701757	62.3035785814542	0.0172641820948959	0.894409466606472
3	3.5507979	0.5507979	0.665979513269218	2.61219691853213	0.449936433395369	15.8884524500598	0.759297299923854	59.8395630796166	63.965137574635	0.118541167628555	0.966653686281448
3	3.5507979	0.5507979	2.678580454308	0.995939415903532	0.336092976911746	14.7378990654961	0.70587763322296	58.4971253617563	62.411516318989	0.0398307508238934	0.922948356452673
3	3.5507979	0.5507979	0.228924868121872	2.33975637672034	0.200828631728456	12.3679239381499	0.658707626904652	58.9870273046433	59.0448031791559	0.602340626692357	0.929805649152407
3	3.5507979	0.5507979	2.62028820837545	2.9056219884628	0.308128165086449	13.2356206602562	0.503349357165091	56.528487035695	62.6613472682485	0.00664068352932815	0.849288145056978
3	3.5507979	0.5507979	0.0311224616570999	1.50562377644622	0.116485800173843	6.6277408049631	0.565465871013208	55.9277804885363	55.9291504478826	1.03685901437394	0.893556200290327
3	3.5507979	0.5507979	2.31396192980024	0.0622558480782045	0.150584783264283	9.00571452434882	0.590145125698039	56.4455853205961	56.4471037815893	0.880995751298624	0.903376883111191
4	4.96702984	0.96702984	1.25106601410772	2.16097348032647	0.293412292950046	13.5799349084614	0.570136720059182	56.9567749156558	61.7894522507342	0.0191833235267138	0.892509805120532
