img	seed	mean	std	alpha_1	alpha_0	SSIM	PSNR
1	1.417022	0.44064899	0.83404401	0.307934952624971	0.519391479305301	0.186635535126899	8.29272565776541
1	1.417022	0.44064899	0.83404401	0.425721410518896	0.814583740494553	0.230175360788705	8.16994046330311
1	1.417022	0.44064899	0.83404401	0.729013742289119	0.561239602327641	0.228598413848921	8.14412022570302
1	1.417022	0.44064899	0.83404401	0.863759985570083	0.284905965227627	0.227301839213537	8.31948552661706
1	1.417022	0.44064899	0.83404401	0.644143536068335	0.380748489635117	0.237639962315313	8.24234305765401
1	1.417022	0.44064899	0.83404401	0.286053821660516	0.958105566519	0.170527580697132	8.29458529212179
1	1.417022	0.44064899	0.83404401	0.85888926729304	0.37271115497528	0.237695716648583	8.24807618424673
1	1.417022	0.44064899	0.83404401	0.24851012743773	0.449975421050795	0.147276466500556	8.25969739886912
1	1.417022	0.44064899	0.83404401	0.0385616808814097	0.780100460524675	0.0815609202662316	6.09205055150581
1	1.417022	0.44064899	0.83404401	0.458054948224091	0.308349606964912	0.23132878820972	8.30254955604732
1	1.417022	0.44064899	0.83404401	0.728507191595726	0.601614212370213	0.22766304677719	8.13104355087151
1	1.417022	0.44064899	0.83404401	0.944496602857307	0.464098174304408	0.233329178701197	8.18740815082867
1	1.417022	0.44064899	0.83404401	0.384773119516744	0.859707846590619	0.226960211517985	8.21905236147924
1	1.417022	0.44064899	0.83404401	0.546889156145355	0.797899021282605	0.226901690050025	8.09909226363707
1	1.417022	0.44064899	0.83404401	0.407687028080286	0.0553660401118601	0.106679020469806	7.30457414532491
1	1.417022	0.44064899	0.83404401	0.25092362374494	0.0460958206726118	0.0997874991353992	7.03270273390069
1	1.417022	0.44064899	0.83404401	0.374540118847362	0.950714306409916	0.224644538735967	8.23177221927513
1	1.417022	0.44064899	0.83404401	0.115054566389779	0.609066539279481	0.0994342210392724	7.30606317582796
1	1.417022	0.44064899	0.83404401	0.834842148665649	0.10479610436987	0.141853935770665	8.12310015631941
1	1.417022	0.44064899	0.83404401	0.9890115134756	0.549544726844725	0.228933971784425	8.14811563446602
1	1.417022	0.44064899	0.83404401	0.783832350805751	0.63483370605273	0.22711067231421	8.12191551308782
1	1.417022	0.44064899	0.83404401	0.11348847189365	0.974483094436457	0.0990528812026694	7.28529275962859
1	1.417022	0.44064899	0.83404401	0.0174902709311526	0.891573267180258	0.0766978472355157	5.70152498193756
1	1.417022	0.44064899	0.83404401	0.300964455855915	0.247061831961814	0.187710744803949	8.34362307084241
1	1.417022	0.44064899	0.83404401	0.494601645538021	0.228083104449336	0.208595169224085	8.36026223165766
1	1.417022	0.44064899	0.83404401	0.675731415503552	0.044712182202946	0.0986489669828101	6.98462645923382
1	1.417022	0.44064899	0.83404401	0.823110340709792	0.0261179815698673	0.0841827405373869	6.2662801101368
1	1.417022	0.44064899	0.83404401	0.846662407210134	0.561165540265034	0.228600634137332	8.14402035549336
1	1.417022	0.44064899	0.83404401	0.420182967140774	0.363239496965086	0.235028656144741	8.26558822002672
1	1.417022	0.44064899	0.83404401	0.093108286671858	0.971655919989788	0.0941841788610952	6.99734540696491
1	1.417022	0.44064899	0.83404401	0.984191850542577	0.333412266014653	0.235647918115608	8.27940100803629
1	1.417022	0.44064899	0.83404401	0.0873496429021751	0.230477099551728	0.092820892183419	6.91036061189095
1	1.417022	0.44064899	0.83404401	0.365105583022694	0.451205915893338	0.222833608424343	8.25348738323584
1	1.417022	0.44064899	0.83404401	0.924035115574425	0.157870580534792	0.174688002832806	8.34966247906936
1	1.417022	0.44064899	0.83404401	0.300873330046619	0.186945816341878	0.180138040499663	8.3590451449495
1	1.417022	0.44064899	0.83404401	0.824469475913282	0.1813497324972	0.187438952259379	8.37006315242339
1	1.417022	0.44064899	0.83404401	0.0337547104232083	0.489107507965585	0.080459186072576	6.0046851040392
1	1.417022	0.44064899	0.83404401	0.553941022500586	0.396247893705367	0.23728485109394	8.23177074893401
1	1.417022	0.44064899	0.83404401	0.37909852543377	0.567098167179614	0.225932118211977	8.228504165033
1	1.417022	0.44064899	0.83404401	0.218645050147206	0.0314027195025806	0.0886529412603553	6.50272371001003
1	1.417022	0.44064899	0.83404401	0.154287578131276	0.133699560700066	0.110476249640718	7.76077245952291
1	1.417022	0.44064899	0.83404401	0.545851429934979	0.858856610591359	0.227037572284826	8.09642102777118
1	1.417022	0.44064899	0.83404401	0.259371469948443	0.0433610511619003	0.097712133320143	6.94270517816125
1	1.417022	0.44064899	0.83404401	0.296249161672434	0.809067715673327	0.177877491260418	8.29532510354101
1	1.417022	0.44064899	0.83404401	0.927480538618959	0.872426294409216	0.226726509801094	8.08569800042653
1	1.417022	0.44064899	0.83404401	0.185575274818539	0.38659930304207	0.11982362218265	8.01112079299839
1	1.417022	0.44064899	0.83404401	0.106738202255311	0.684342633278687	0.0974283151308804	7.19349648613823
1	1.417022	0.44064899	0.83404401	0.642689915786079	0.538620930968947	0.229327235953335	8.15280030048961
1	1.417022	0.44064899	0.83404401	0.202202293430241	0.784547604110561	0.12614707006786	8.10849664574924
1	1.417022	0.44064899	0.83404401	0.568940220119246	0.0659642275894424	0.114548093650555	7.56358826530109
1	1.417022	0.44064899	0.83404401	0.310829799756355	0.81898722071885	0.188719412650418	8.29152126471687
1	1.417022	0.44064899	0.83404401	0.919109031799182	0.642195599923855	0.22702064945851	8.11994024938183
1	1.417022	0.44064899	0.83404401	0.0481812275002377	0.680963013867718	0.083758191630727	6.2635941279391
1	1.417022	0.44064899	0.83404401	0.500668126340381	0.468067425948115	0.233353081434299	8.19010743884399
1	1.417022	0.44064899	0.83404401	0.521915716500255	0.699406367014664	0.227318683626176	8.11547294303724
1	1.417022	0.44064899	0.83404401	0.355419117805236	0.340848876689302	0.220529955333615	8.29665694529363
1	1.417022	0.44064899	0.83404401	0.275225669801338	0.63923076092527	0.163067695082689	8.28997438622059
1	1.417022	0.44064899	0.83404401	0.25704242710514	0.683787583071072	0.151959028656077	8.27277039719339
1	1.417022	0.44064899	0.83404401	0.0460409936314855	0.370242316115599	0.0832689161820382	6.22581486895505
1	1.417022	0.44064899	0.83404401	0.620373814553256	0.508953068645407	0.230612409164331	8.16556138483473
1	1.417022	0.44064899	0.83404401	0.20260695362889	0.207093104060973	0.12668894331505	8.11356851439168
1	1.417022	0.44064899	0.83404401	0.656264185232957	0.954901376913228	0.226862899657377	8.08399390639422
1	1.417022	0.44064899	0.83404401	0.647551049353023	0.50714968821308	0.230686986237752	8.16618935288966
1	1.417022	0.44064899	0.83404401	0.499694320468834	0.25593713431167	0.218802979015655	8.34209955564233
1	1.417022	0.44064899	0.83404401	0.153054198766147	0.157685661009407	0.109490759358776	7.74461039682464
1	1.417022	0.44064899	0.83404401	0.201003596117974	0.329020466492182	0.125657682068851	8.10230389550258
1	1.417022	0.44064899	0.83404401	0.885880499437626	0.788581566803725	0.226533339873038	8.09331342391024
1	1.417022	0.44064899	0.83404401	0.606354337776475	0.657511568617816	0.226956952971677	8.11714329965589
1	1.417022	0.44064899	0.83404401	0.719385786243958	0.60722117562199	0.227552747818625	8.12943643493542
1	1.417022	0.44064899	0.83404401	0.228803487556901	0.190688018624183	0.143580062348083	8.24107769451932
1	1.417022	0.44064899	0.83404401	0.214686889016827	0.909502371341664	0.131436125858449	8.16529589025293
1	1.417022	0.44064899	0.83404401	0.836944124264524	0.97023585194033	0.226838114870587	8.08235479171969
1	1.417022	0.44064899	0.83404401	0.732267248068852	0.567189015450885	0.228442795434966	8.14199926571389
1	1.417022	0.44064899	0.83404401	0.672278558630792	0.488078399240584	0.231824792292189	8.17530715509773
1	1.417022	0.44064899	0.83404401	0.543404941790965	0.278369385093796	0.225399846956002	8.32492957430458
2	2.4359949	-0.94814754	0.8719898	0.417022004702574	0.720324493442158	0.173808646894484	10.6869637657673
2	2.4359949	-0.94814754	0.8719898	0.435994902142004	0.0259262318278913	0.0810709446882177	9.71347667793575
2	2.4359949	-0.94814754	0.8719898	0.550797902574576	0.708147822618105	0.174129445122596	10.6779473892877
2	2.4359949	-0.94814754	0.8719898	0.967029839013677	0.547232249175722	0.173973702318377	10.6941876034011
2	2.4359949	-0.94814754	0.8719898	0.221993171089739	0.870732306177376	0.117266214227018	10.8779276054629
2	2.4359949	-0.94814754	0.8719898	0.892860151436002	0.331979805301177	0.174517516996955	10.7803844859096
2	2.4359949	-0.94814754	0.8719898	0.0763082893739572	0.779918792240115	0.0753976555563948	9.89502818494669
2	2.4359949	-0.94814754	0.8719898	0.873429402791816	0.968540662820932	0.174076019398139	10.6747657448453
2	2.4359949	-0.94814754	0.8719898	0.0103741538857	0.501874592148739	0.0659946622304887	8.82365672826476
2	2.4359949	-0.94814754	0.8719898	0.771320643266746	0.0207519493594015	0.0770984448987475	9.47478337933548
2	2.4359949	-0.94814754	0.8719898	0.180269688876769	0.0194752414876246	0.076366146741442	9.43553574445429
2	2.4359949	-0.94814754	0.8719898	0.154162842379672	0.740049696515405	0.0869167133515254	10.6518068937922
2	2.4359949	-0.94814754	0.8719898	0.77770241057382	0.237541220034912	0.177982644409397	10.8999420848064
2	2.4359949	-0.94814754	0.8719898	0.51394334377269	0.773165052079297	0.17406012639624	10.676558755682
2	2.4359949	-0.94814754	0.8719898	0.848817697268579	0.178895924920998	0.176471478999049	11.0230492545469
2	2.4359949	-0.94814754	0.8719898	0.223291079153539	0.523163341400676	0.11827934104897	10.8788334752857
2	2.4359949	-0.94814754	0.8719898	0.29466500268711	0.530586755605294	0.162685338129574	10.8146767016628
2	2.4359949	-0.94814754	0.8719898	0.650374241739592	0.505453373734843	0.173931946201475	10.7027583568697
2	2.4359949	-0.94814754	0.8719898	0.0975336017494516	0.761249716674856	0.0780871806138702	10.1568005077259
2	2.4359949	-0.94814754	0.8719898	0.588130801077274	0.897713727909418	0.174068073390544	10.6750164891988
2	2.4359949	-0.94814754	0.8719898	0.0487248808091273	0.289109659789817	0.0719663358480946	9.49602071433733
2	2.4359949	-0.94814754	0.8719898	0.208460537358843	0.481681061763366	0.107869261896617	10.861680239352
2	2.4359949	-0.94814754	0.8719898	0.517297883846589	0.946962603814814	0.174044060911593	10.675706119216
2	2.4359949	-0.94814754	0.8719898	0.960017303335919	0.699512049949576	0.174142047303734	10.6775242312851
2	2.4359949	-0.94814754	0.8719898	0.870124136627212	0.58227692867256	0.174035891799457	10.6885903199192
2	2.4359949	-0.94814754	0.8719898	0.307934952624971	0.519391479305301	0.166249701732032	10.7959289422419
2	2.4359949	-0.94814754	0.8719898	0.425721410518896	0.814583740494553	0.173829953013927	10.683365272526
2	2.4359949	-0.94814754	0.8719898	0.729013742289119	0.561239602327641	0.174000525595575	10.6918933566155
2	2.4359949	-0.94814754	0.8719898	0.863759985570083	0.284905965227627	0.175865421918862	10.8279287389819
2	2.4359949	-0.94814754	0.8719898	0.644143536068335	0.380748489635117	0.173909717849332	10.7480003532115
2	2.4359949	-0.94814754	0.8719898	0.286053821660516	0.958105566519	0.159808417564349	10.825312575617
2	2.4359949	-0.94814754	0.8719898	0.85888926729304	0.37271115497528	0.173965333811595	10.7521762539328
2	2.4359949	-0.94814754	0.8719898	0.24851012743773	0.449975421050795	0.140111131564512	10.8780492888594
2	2.4359949	-0.94814754	0.8719898	0.0385616808814097	0.780100460524675	0.0706279711296871	9.33223788070585
2	2.4359949	-0.94814754	0.8719898	0.458054948224091	0.308349606964912	0.17527319769545	10.8047669080229
2	2.4359949	-0.94814754	0.8719898	0.728507191595726	0.601614212370213	0.174068245361046	10.686362742845
2	2.4359949	-0.94814754	0.8719898	0.944496602857307	0.464098174304408	0.173926827180738	10.7133243182595
2	2.4359949	-0.94814754	0.8719898	0.384773119516744	0.859707846590619	0.173271998079226	10.6992254932279
2	2.4359949	-0.94814754	0.8719898	0.546889156145355	0.797899021282605	0.174081571751364	10.6757711818973
2	2.4359949	-0.94814754	0.8719898	0.407687028080286	0.0553660401118601	0.102193153058788	10.6366826446383
2	2.4359949	-0.94814754	0.8719898	0.25092362374494	0.0460958206726118	0.0956217750639258	10.4139042280368
2	2.4359949	-0.94814754	0.8719898	0.374540118847362	0.950714306409916	0.17294213448151	10.7064077172453
2	2.4359949	-0.94814754	0.8719898	0.115054566389779	0.609066539279481	0.0804440244774133	10.3420271676873
2	2.4359949	-0.94814754	0.8719898	0.834842148665649	0.10479610436987	0.142133707067805	11.1261540675746
2	2.4359949	-0.94814754	0.8719898	0.9890115134756	0.549544726844725	0.173981329776792	10.6937486184666
2	2.4359949	-0.94814754	0.8719898	0.783832350805751	0.63483370605273	0.174105572962108	10.6823139853173
2	2.4359949	-0.94814754	0.8719898	0.11348847189365	0.974483094436457	0.0802327708310797	10.3266615210478
2	2.4359949	-0.94814754	0.8719898	0.0174902709311526	0.891573267180258	0.0673547899330478	8.96016336301964
2	2.4359949	-0.94814754	0.8719898	0.300964455855915	0.247061831961814	0.169459349305963	10.9182436755458
2	2.4359949	-0.94814754	0.8719898	0.494601645538021	0.228083104449336	0.178368033864009	10.9185130311933
2	2.4359949	-0.94814754	0.8719898	0.675731415503552	0.044712182202946	0.0946043575352814	10.3739763724666
2	2.4359949	-0.94814754	0.8719898	0.823110340709792	0.0261179815698673	0.081195355370136	9.72055396838701
2	2.4359949	-0.94814754	0.8719898	0.846662407210134	0.561165540265034	0.174009081193179	10.691818958244
2	2.4359949	-0.94814754	0.8719898	0.420182967140774	0.363239496965086	0.174275885474409	10.7641957947946
2	2.4359949	-0.94814754	0.8719898	0.093108286671858	0.971655919989788	0.0774989294911319	10.1054028987423
2	2.4359949	-0.94814754	0.8719898	0.984191850542577	0.333412266014653	0.174475096097663	10.7791334300907
2	2.4359949	-0.94814754	0.8719898	0.0873496429021751	0.230477099551728	0.0767555086815824	10.0359965904334
2	2.4359949	-0.94814754	0.8719898	0.365105583022694	0.451205915893338	0.172535970014445	10.7467482062384
2	2.4359949	-0.94814754	0.8719898	0.924035115574425	0.157870580534792	0.171303745762441	11.0713196606723
2	2.4359949	-0.94814754	0.8719898	0.300873330046619	0.186945816341878	0.171718296284651	11.0173492451318
2	2.4359949	-0.94814754	0.8719898	0.824469475913282	0.1813497324972	0.176856730565214	11.0174082146461
2	2.4359949	-0.94814754	0.8719898	0.0337547104232083	0.489107507965585	0.0699545323664584	9.25141501848056
2	2.4359949	-0.94814754	0.8719898	0.553941022500586	0.396247893705367	0.173894772190541	10.7404353936669
2	2.4359949	-0.94814754	0.8719898	0.37909852543377	0.567098167179614	0.173070741612861	10.7147868691743
2	2.4359949	-0.94814754	0.8719898	0.218645050147206	0.0314027195025806	0.0851771545852873	9.9419479429993
2	2.4359949	-0.94814754	0.8719898	0.154287578131276	0.133699560700066	0.0895538452729158	10.690634613864
2	2.4359949	-0.94814754	0.8719898	0.545851429934979	0.858856610591359	0.174063205087203	10.6753133435722
2	2.4359949	-0.94814754	0.8719898	0.259371469948443	0.0433610511619003	0.0936742456941612	10.3372073149592
2	2.4359949	-0.94814754	0.8719898	0.296249161672434	0.809067715673327	0.16298612940475	10.808589006321
2	2.4359949	-0.94814754	0.8719898	0.927480538618959	0.872426294409216	0.174078108791173	10.6747364991458
2	2.4359949	-0.94814754	0.8719898	0.185575274818539	0.38659930304207	0.0962610207397961	10.8027848370976
2	2.4359949	-0.94814754	0.8719898	0.106738202255311	0.684342633278687	0.0793276490064907	10.2577670730829
2	2.4359949	-0.94814754	0.8719898	0.642689915786079	0.538620930968947	0.173952788198076	10.6961464578344
2	2.4359949	-0.94814754	0.8719898	0.202202293430241	0.784547604110561	0.104212587405015	10.8497526642966
2	2.4359949	-0.94814754	0.8719898	0.568940220119246	0.0659642275894424	0.109965096456631	10.8312523446207
2	2.4359949	-0.94814754	0.8719898	0.310829799756355	0.81898722071885	0.166575218535842	10.7849143270736
2	2.4359949	-0.94814754	0.8719898	0.919109031799182	0.642195599923855	0.174120433242086	10.6814953685885
2	2.4359949	-0.94814754	0.8719898	0.0481812275002377	0.680963013867718	0.071898186104539	9.48750882325935
2	2.4359949	-0.94814754	0.8719898	0.500668126340381	0.468067425948115	0.173898215715494	10.7135924046602
2	2.4359949	-0.94814754	0.8719898	0.521915716500255	0.699406367014664	0.174113310080075	10.6785285988606
2	2.4359949	-0.94814754	0.8719898	0.355419117805236	0.340848876689302	0.173058672503503	10.7995008813815
2	2.4359949	-0.94814754	0.8719898	0.275225669801338	0.63923076092527	0.155841320629165	10.8428550156908
2	2.4359949	-0.94814754	0.8719898	0.25704242710514	0.683787583071072	0.146369245773108	10.8681973199844
2	2.4359949	-0.94814754	0.8719898	0.0460409936314855	0.370242316115599	0.0716242832303579	9.4537059803721
2	2.4359949	-0.94814754	0.8719898	0.620373814553256	0.508953068645407	0.173930346065258	10.702022673537
2	2.4359949	-0.94814754	0.8719898	0.20260695362889	0.207093104060973	0.106382173957028	10.8861399751842
2	2.4359949	-0.94814754	0.8719898	0.656264185232957	0.954901376913228	0.174069024879719	10.6749018776699
2	2.4359949	-0.94814754	0.8719898	0.647551049353023	0.50714968821308	0.173931636154307	10.7023515502342
2	2.4359949	-0.94814754	0.8719898	0.499694320468834	0.25593713431167	0.17720269589382	10.8701402002371
2	2.4359949	-0.94814754	0.8719898	0.153054198766147	0.157685661009407	0.0877936696971625	10.6631243725958
2	2.4359949	-0.94814754	0.8719898	0.201003596117974	0.329020466492182	0.103666315177972	10.8491586960572
2	2.4359949	-0.94814754	0.8719898	0.885880499437626	0.788581566803725	0.174100330210534	10.6753814893916
2	2.4359949	-0.94814754	0.8719898	0.606354337776475	0.657511568617816	0.174120134947991	10.6805551468446
2	2.4359949	-0.94814754	0.8719898	0.719385786243958	0.60722117562199	0.174074326589628	10.6857055235216
2	2.4359949	-0.94814754	0.8719898	0.228803487556901	0.190688018624183	0.127799986010504	10.9678339603461
2	2.4359949	-0.94814754	0.8719898	0.214686889016827	0.909502371341664	0.111926254547942	10.8707409853791
2	2.4359949	-0.94814754	0.8719898	0.836944124264524	0.97023585194033	0.1740736294629	10.6747836091628
2	2.4359949	-0.94814754	0.8719898	0.732267248068852	0.567189015450885	0.174008679214629	10.6909612035558
2	2.4359949	-0.94814754	0.8719898	0.672278558630792	0.488078399240584	0.173906276169511	10.7067910748505
2	2.4359949	-0.94814754	0.8719898	0.543404941790965	0.278369385093796	0.176138163700245	10.8371528787141
3	3.5507979	0.41629565	1.10159581	0.417022004702574	0.720324493442158	0.237673831837067	8.68295199917666
3	3.5507979	0.41629565	1.10159581	0.435994902142004	0.0259262318278913	0.0803833937016319	6.29629933300721
3	3.5507979	0.41629565	1.10159581	0.550797902574576	0.708147822618105	0.23048149583759	8.58841687950947
3	3.5507979	0.41629565	1.10159581	0.967029839013677	0.547232249175722	0.231641498225209	8.61913655231896
3	3.5507979	0.41629565	1.10159581	0.221993171089739	0.870732306177376	0.128541707214593	8.61039907803191
3	3.5507979	0.41629565	1.10159581	0.892860151436002	0.331979805301177	0.239011898423642	8.74767204969105
3	3.5507979	0.41629565	1.10159581	0.0763082893739572	0.779918792240115	0.0857158850039257	6.89182390968762
3	3.5507979	0.41629565	1.10159581	0.873429402791816	0.968540662820932	0.22891820006256	8.5544687933235
3	3.5507979	0.41629565	1.10159581	0.0103741538857	0.501874592148739	0.0704306422678862	5.60782247453456
3	3.5507979	0.41629565	1.10159581	0.771320643266746	0.0207519493594015	0.0763693133860819	6.0213018216571
3	3.5507979	0.41629565	1.10159581	0.180269688876769	0.0194752414876246	0.0761986468311143	6.00396427010048
3	3.5507979	0.41629565	1.10159581	0.154162842379672	0.740049696515405	0.104282227174132	8.06453831775003
3	3.5507979	0.41629565	1.10159581	0.77770241057382	0.237541220034912	0.234048709811811	8.81431638962019
3	3.5507979	0.41629565	1.10159581	0.51394334377269	0.773165052079297	0.231233863112884	8.59986549800956
3	3.5507979	0.41629565	1.10159581	0.848817697268579	0.178895924920998	0.200768768294916	8.81578174805476
3	3.5507979	0.41629565	1.10159581	0.223291079153539	0.523163341400676	0.129174235115279	8.61640047783444
3	3.5507979	0.41629565	1.10159581	0.29466500268711	0.530586755605294	0.185424445363489	8.77467150998437
3	3.5507979	0.41629565	1.10159581	0.650374241739592	0.505453373734843	0.232180328179897	8.63896520681957
3	3.5507979	0.41629565	1.10159581	0.0975336017494516	0.761249716674856	0.090495001914107	7.25833744980276
3	3.5507979	0.41629565	1.10159581	0.588130801077274	0.897713727909418	0.22951624578254	8.56795830788425
3	3.5507979	0.41629565	1.10159581	0.0487248808091273	0.289109659789817	0.0794162510421915	6.37698277426574
3	3.5507979	0.41629565	1.10159581	0.208460537358843	0.481681061763366	0.122354832511803	8.53853068048376
3	3.5507979	0.41629565	1.10159581	0.517297883846589	0.946962603814814	0.23098674592722	8.59525558225042
3	3.5507979	0.41629565	1.10159581	0.960017303335919	0.699512049949576	0.229826104005195	8.5738266540376
3	3.5507979	0.41629565	1.10159581	0.870124136627212	0.58227692867256	0.231213583159108	8.60526761059572
3	3.5507979	0.41629565	1.10159581	0.307934952624971	0.519391479305301	0.198289835201744	8.77733805238854
3	3.5507979	0.41629565	1.10159581	0.425721410518896	0.814583740494553	0.237104650430016	8.67283388797074
3	3.5507979	0.41629565	1.10159581	0.729013742289119	0.561239602327641	0.231462477289407	8.6136687488775
3	3.5507979	0.41629565	1.10159581	0.863759985570083	0.284905965227627	0.239777328946236	8.78286290228638
3	3.5507979	0.41629565	1.10159581	0.644143536068335	0.380748489635117	0.236974510432263	8.71260786605335
3	3.5507979	0.41629565	1.10159581	0.286053821660516	0.958105566519	0.176995763832475	8.76984965753832
3	3.5507979	0.41629565	1.10159581	0.85888926729304	0.37271115497528	0.237325023902342	8.71797890250381
3	3.5507979	0.41629565	1.10159581	0.24851012743773	0.449975421050795	0.144242522033231	8.70779903947947
3	3.5507979	0.41629565	1.10159581	0.0385616808814097	0.780100460524675	0.077026486647713	6.17827192082914
3	3.5507979	0.41629565	1.10159581	0.458054948224091	0.308349606964912	0.239846237521301	8.76840659495486
3	3.5507979	0.41629565	1.10159581	0.728507191595726	0.601614212370213	0.230997974681944	8.59852450427356
3	3.5507979	0.41629565	1.10159581	0.944496602857307	0.464098174304408	0.233178542939262	8.66004756698229
3	3.5507979	0.41629565	1.10159581	0.384773119516744	0.859707846590619	0.237640344745378	8.71849244992642
3	3.5507979	0.41629565	1.10159581	0.546889156145355	0.797899021282605	0.230136536987563	8.58259209767889
3	3.5507979	0.41629565	1.10159581	0.407687028080286	0.0553660401118601	0.101649506599247	7.51563506135349
3	3.5507979	0.41629565	1.10159581	0.25092362374494	0.0460958206726118	0.0951210658428992	7.19230644892805
3	3.5507979	0.41629565	1.10159581	0.374540118847362	0.950714306409916	0.236289458931389	8.72972300039414
3	3.5507979	0.41629565	1.10159581	0.115054566389779	0.609066539279481	0.0944735407267191	7.53690480677393
3	3.5507979	0.41629565	1.10159581	0.834842148665649	0.10479610436987	0.137077191098554	8.50890534592059
3	3.5507979	0.41629565	1.10159581	0.9890115134756	0.549544726844725	0.231612758810025	8.61812836101319
3	3.5507979	0.41629565	1.10159581	0.783832350805751	0.63483370605273	0.23063885599054	8.58835186240373
3	3.5507979	0.41629565	1.10159581	0.11348847189365	0.974483094436457	0.0941144949278957	7.51299444910868
3	3.5507979	0.41629565	1.10159581	0.0174902709311526	0.891573267180258	0.0721008272594104	5.75424110467497
3	3.5507979	0.41629565	1.10159581	0.300964455855915	0.247061831961814	0.198093234464294	8.81181022718484
3	3.5507979	0.41629565	1.10159581	0.494601645538021	0.228083104449336	0.230761351631801	8.81895324156023
3	3.5507979	0.41629565	1.10159581	0.675731415503552	0.044712182202946	0.094031551535309	7.13380212734938
3	3.5507979	0.41629565	1.10159581	0.823110340709792	0.0261179815698673	0.0804844210585119	6.30344596194928
3	3.5507979	0.41629565	1.10159581	0.846662407210134	0.561165540265034	0.231457696700054	8.61353916749531
3	3.5507979	0.41629565	1.10159581	0.420182967140774	0.363239496965086	0.23933388552272	8.74220874104505
3	3.5507979	0.41629565	1.10159581	0.093108286671858	0.971655919989788	0.0894982441645466	7.18439351861394
3	3.5507979	0.41629565	1.10159581	0.984191850542577	0.333412266014653	0.238972726735798	8.74661961642812
3	3.5507979	0.41629565	1.10159581	0.0873496429021751	0.230477099551728	0.0882030945009192	7.08615539126403
3	3.5507979	0.41629565	1.10159581	0.365105583022694	0.451205915893338	0.235353124228651	8.75012193636316
3	3.5507979	0.41629565	1.10159581	0.924035115574425	0.157870580534792	0.18142709109162	8.78724006158304
3	3.5507979	0.41629565	1.10159581	0.300873330046619	0.186945816341878	0.189088477517717	8.80962486541295
3	3.5507979	0.41629565	1.10159581	0.824469475913282	0.1813497324972	0.202824885763754	8.81763186016466
3	3.5507979	0.41629565	1.10159581	0.0337547104232083	0.489107507965585	0.0758983990601609	6.08288830717237
3	3.5507979	0.41629565	1.10159581	0.553941022500586	0.396247893705367	0.236299055114879	8.70291943595019
3	3.5507979	0.41629565	1.10159581	0.37909852543377	0.567098167179614	0.237459398910972	8.7279214768206
3	3.5507979	0.41629565	1.10159581	0.218645050147206	0.0314027195025806	0.0846615495633952	6.57593865440628
3	3.5507979	0.41629565	1.10159581	0.154287578131276	0.133699560700066	0.104762414274297	8.06919930294728
