img	seed	mean	std	alpha_1	alpha_0	SSIM	PSNR	MS_SSIM	PSNR_HVS	PSNR_HMA	FSIM
3	3.5507979	0.41629565	1.10159581	4.83514919506838	2.73616124587861	0.233102667094162	8.39145647150968	0.277401909819902	52.2659235176278	68.9697345104795	0.825964799697039
3	3.5507979	0.41629565	1.10159581	1.1099658554487	4.35366153088688	0.232843353750318	8.40167758092502	0.281266075959073	52.2628281835779	68.9306540938791	0.835914027835912
3	3.5507979	0.41629565	1.10159581	4.46430075718001	1.65989902650589	0.232873053645877	8.41985594207909	0.295008265942457	52.2919873689878	68.8934229890452	0.837179026799919
3	3.5507979	0.41629565	1.10159581	0.381541446869786	3.89959396120057	0.234005002753511	8.68475432855929	0.405021442655915	52.650698002721	67.874862150372	0.944328691141629
3	3.5507979	0.41629565	1.10159581	4.36714701395908	4.84270331410466	0.233265349635886	8.38814512906032	0.274934049204644	52.2640454621342	68.9660603297944	0.824038960197444
3	3.5507979	0.41629565	1.10159581	0.0518707694284998	2.50937296074369	0.0823588026154565	6.6717200127793	0.35337141948944	52.288540611746	58.6109413418661	0.856830440001392
3	3.5507979	0.41629565	1.10159581	3.85660321633373	0.103759746797008	0.139094416784261	8.49997294208018	0.395323583925108	52.6553066364908	60.7189827231439	0.894705958900043
4	4.96702984	0.0944645	1.93405968	2.08511002351287	3.60162246721079	0.243377679229607	9.85209291760762	0.244790032441825	53.622765945697	71.2575888428976	0.829758270758133
4	4.96702984	0.0944645	1.93405968	2.17997451071002	0.129631159139457	0.140708136756958	9.98998416862115	0.350804824153043	53.9454343235333	61.7471450540977	0.889127796798588
4	4.96702984	0.0944645	1.93405968	2.75398951287288	3.54073911309052	0.243410126027597	9.8503703165891	0.243755082509841	53.6222263507905	71.2563622484709	0.83062643955623
4	4.96702984	0.0944645	1.93405968	4.83514919506838	2.73616124587861	0.24345392699952	9.8521830727062	0.244516619410815	53.6236933911479	71.247801125176	0.831460683726219
4	4.96702984	0.0944645	1.93405968	1.1099658554487	4.35366153088688	0.243230100387829	9.86726116859693	0.252408842780369	53.6274237820276	71.2602417667351	0.833184188134973
4	4.96702984	0.0944645	1.93405968	4.46430075718001	1.65989902650589	0.243107042183288	9.86549073717543	0.250170787388389	53.6340167153935	71.2367034482353	0.834984298890655
4	4.96702984	0.0944645	1.93405968	0.381541446869786	3.89959396120057	0.251418633300149	10.1638662601421	0.35348429048465	54.0225252731578	69.8721840626522	0.92902677454444
4	4.96702984	0.0944645	1.93405968	4.36714701395908	4.84270331410466	0.243462040817507	9.8508511029106	0.243945457593148	53.6227035671416	71.2502627708517	0.831774179024139
4	4.96702984	0.0944645	1.93405968	0.0518707694284998	2.50937296074369	0.068014043033469	7.16366239897967	0.294293008339192	53.241950230898	58.3666140802257	0.841548517568638
4	4.96702984	0.0944645	1.93405968	3.85660321633373	0.103759746797008	0.120657318206448	9.67953677971687	0.334838377331893	53.7614122491259	60.556439225242	0.872136256276327
5	5.22199317	0.74146461	0.44398634	2.08511002351287	3.60162246721079	0.202163202980566	5.37984003592129	0.290745217571607	49.3553693980872	66.2115329080042	0.796600780387194
5	5.22199317	0.74146461	0.44398634	2.17997451071002	0.129631159139457	0.200277749088233	5.62113921615938	0.499387715237191	49.6943991558807	63.5724645573225	0.933095216389464
5	5.22199317	0.74146461	0.44398634	2.75398951287288	3.54073911309052	0.202361902192111	5.37690947268923	0.286751106600754	49.3565664519301	66.200682979284	0.792667822426792
5	5.22199317	0.74146461	0.44398634	4.83514919506838	2.73616124587861	0.202250232930063	5.37839007301302	0.288363634389295	49.3574635189742	66.2059986623952	0.794585797422863
5	5.22199317	0.74146461	0.44398634	1.1099658554487	4.35366153088688	0.202022092406886	5.38605824470277	0.29645756308379	49.3526147932528	66.1966235451729	0.813961951688689
5	5.22199317	0.74146461	0.44398634	4.46430075718001	1.65989902650589	0.202059791377692	5.39506775510988	0.30582608090554	49.3694735941963	66.189601709639	0.822827884577526
5	5.22199317	0.74146461	0.44398634	0.381541446869786	3.89959396120057	0.214057616700908	5.5016325929756	0.409272282046703	49.5013962943131	66.2120365538694	0.939077897935899
5	5.22199317	0.74146461	0.44398634	4.36714701395908	4.84270331410466	0.20238174425649	5.37703180526655	0.28668437215037	49.3569661546796	66.1968854219246	0.793295008265978
5	5.22199317	0.74146461	0.44398634	0.0518707694284998	2.50937296074369	0.0912652383547556	4.97608947522662	0.425566704323976	49.5643530700468	60.4027683810758	0.868279541959199
5	5.22199317	0.74146461	0.44398634	3.85660321633373	0.103759746797008	0.177957454318489	5.5958382030672	0.485668521478438	49.6820110955643	62.7027465864067	0.9181016388467
6	6.89286015	-0.33604039	1.7857203	2.08511002351287	3.60162246721079	0.252688230397368	11.4861547842419	0.262981205696873	55.0053630075776	72.526195481405	0.80661831549329
6	6.89286015	-0.33604039	1.7857203	2.17997451071002	0.129631159139457	0.153733118241702	11.845241800769	0.376691690549806	55.5903073299503	62.2942731963152	0.903913975497536
6	6.89286015	-0.33604039	1.7857203	2.75398951287288	3.54073911309052	0.252886840962777	11.4755681197977	0.259514938819663	54.9983902639624	72.5275045258604	0.805905241251916
6	6.89286015	-0.33604039	1.7857203	4.83514919506838	2.73616124587861	0.252854923269599	11.4789400243912	0.260556006484555	55.0018627845607	72.5186727193704	0.806539143883344
6	6.89286015	-0.33604039	1.7857203	1.1099658554487	4.35366153088688	0.252588866098465	11.5029050993022	0.268309078007162	55.0138520248257	72.4335104696224	0.810130185551134
6	6.89286015	-0.33604039	1.7857203	4.46430075718001	1.65989902650589	0.252310883882493	11.521233728221	0.27204648885483	55.0405142558507	72.3680453148537	0.817986505898465
6	6.89286015	-0.33604039	1.7857203	0.381541446869786	3.89959396120057	0.244477107103152	11.9135340783092	0.349820978003829	55.5169030677882	70.294719623683	0.937996435342699
6	6.89286015	-0.33604039	1.7857203	4.36714701395908	4.84270331410466	0.252946961267176	11.4742966416073	0.258758019345166	54.9982460078252	72.5077146511871	0.806519713519617
6	6.89286015	-0.33604039	1.7857203	0.0518707694284998	2.50937296074369	0.0768613580553394	8.36842075614378	0.328212461752193	54.7216593288838	58.8460541147379	0.850039867696249
6	6.89286015	-0.33604039	1.7857203	3.85660321633373	0.103759746797008	0.134753869603726	11.4873815555093	0.366409931678969	55.3866780322574	61.1093381676473	0.885910973722658
7	7.07630829	0.55983758	0.15261658	2.08511002351287	3.60162246721079	0.20846735771976	5.96856380196332	0.354131871563662	49.9084260526835	64.5169305655455	0.788160475633593
7	7.07630829	0.55983758	0.15261658	2.17997451071002	0.129631159139457	0.262952484716566	6.391310257377	0.657984162285379	50.5049943837626	64.3903485589515	0.958355981037562
7	7.07630829	0.55983758	0.15261658	2.75398951287288	3.54073911309052	0.208457841355053	5.96509577170273	0.350027107830796	49.9105254741677	64.5217506928312	0.784845052036601
7	7.07630829	0.55983758	0.15261658	4.83514919506838	2.73616124587861	0.208663890749291	5.97127086778501	0.355703640143815	49.9174786991403	64.5096474271344	0.789835058236344
7	7.07630829	0.55983758	0.15261658	1.1099658554487	4.35366153088688	0.208559494904811	5.97080122279807	0.355998046725113	49.8989699082258	64.4912659260815	0.797123511005843
7	7.07630829	0.55983758	0.15261658	4.46430075718001	1.65989902650589	0.212289709865334	6.01149507218662	0.404164530412286	49.9579773933225	64.4635888872355	0.818921132277267
7	7.07630829	0.55983758	0.15261658	0.381541446869786	3.89959396120057	0.235780478911194	6.201058225125	0.539399563494618	50.189952407771	64.8750114735972	0.942782006672348
7	7.07630829	0.55983758	0.15261658	4.36714701395908	4.84270331410466	0.208655630243882	5.95676262316086	0.341616458321916	49.9063691948384	64.5063423497371	0.77852203555796
7	7.07630829	0.55983758	0.15261658	0.0518707694284998	2.50937296074369	0.143828047184231	5.98403865054692	0.581736469876259	50.4867726542999	62.1138402107506	0.902812073182329
7	7.07630829	0.55983758	0.15261658	3.85660321633373	0.103759746797008	0.254610997020349	6.39901914040977	0.648879281705492	50.5277924365484	63.9889482772663	0.951478383862677
8	8.8734294	0.93708133	1.74685881	2.08511002351287	3.60162246721079	0.209830403830215	6.09697326936864	0.238409375976074	50.0737515874363	67.892759176231	0.825679168299506
8	8.8734294	0.93708133	1.74685881	2.17997451071002	0.129631159139457	0.133904387379543	6.20558191841868	0.35009139220718	50.258799707492	61.8684628095254	0.902342608477631
8	8.8734294	0.93708133	1.74685881	2.75398951287288	3.54073911309052	0.209837204196912	6.09659180828446	0.237860847059907	50.073753167211	67.8897177656831	0.826440085577725
8	8.8734294	0.93708133	1.74685881	4.83514919506838	2.73616124587861	0.209831449645181	6.09703528950159	0.238244231756302	50.0742828516753	67.8875004565688	0.827493010379056
8	8.8734294	0.93708133	1.74685881	1.1099658554487	4.35366153088688	0.20960713971081	6.10223887863496	0.244602484290983	50.0728317590963	67.8990019131371	0.832521061838007
8	8.8734294	0.93708133	1.74685881	4.46430075718001	1.65989902650589	0.209780256086426	6.10804969486573	0.247718943198905	50.0855817174702	67.8621667845354	0.839159429786096
8	8.8734294	0.93708133	1.74685881	0.381541446869786	3.89959396120057	0.20795670727413	6.20413484680446	0.318287248345663	50.2148366928038	66.9501110789441	0.923669945210304
8	8.8734294	0.93708133	1.74685881	4.36714701395908	4.84270331410466	0.20984624151354	6.09700035612159	0.238171097465263	50.0740571140591	67.882232045798	0.827778843685913
8	8.8734294	0.93708133	1.74685881	0.0518707694284998	2.50937296074369	0.0590358928641275	5.01668072571717	0.293466651332455	50.0011735207697	58.8713725786526	0.844551282976366
8	8.8734294	0.93708133	1.74685881	3.85660321633373	0.103759746797008	0.113410668052604	6.11502666845244	0.336355281536048	50.1993909410008	60.8671418332178	0.883978345026485
9	9.01037415	0.00374918	0.02074831	2.08511002351287	3.60162246721079	0.283969645925979	12.8434054258788	0.415733932050306	56.1330212676797	64.5650518358311	0.808866290868036
9	9.01037415	0.00374918	0.02074831	2.17997451071002	0.129631159139457	0.547586751393193	19.5036582153266	0.953322647725307	67.5110525855504	71.3495726125793	0.989261723658086
9	9.01037415	0.00374918	0.02074831	2.75398951287288	3.54073911309052	0.283140735443336	12.8294883940234	0.41314098266251	56.1247597599474	64.5818535915403	0.802814133804831
9	9.01037415	0.00374918	0.02074831	4.83514919506838	2.73616124587861	0.281716904829834	12.9965676447328	0.446557391316018	56.3094072955993	64.6265232041876	0.828101540003709
9	9.01037415	0.00374918	0.02074831	1.1099658554487	4.35366153088688	0.2897200857417	13.0888450972171	0.43924764610132	56.3788012181659	64.7743918958674	0.845627025893657
9	9.01037415	0.00374918	0.02074831	4.46430075718001	1.65989902650589	0.277708004544837	13.6136970056629	0.562268885339502	57.0066741906816	64.535044578916	0.890391974014684
9	9.01037415	0.00374918	0.02074831	0.381541446869786	3.89959396120057	0.515773383029084	18.1663967014251	0.855296961543598	62.3426242784512	70.5113303855205	0.98103914435465
9	9.01037415	0.00374918	0.02074831	4.36714701395908	4.84270331410466	0.281934638777433	12.7318521966507	0.394848322897928	56.0358112493576	64.6053114515616	0.783787609071005
9	9.01037415	0.00374918	0.02074831	0.0518707694284998	2.50937296074369	0.462628881861353	22.6304801578773	0.931982242217789	69.6274122434913	72.5014815064693	0.98249425544372
9	9.01037415	0.00374918	0.02074831	3.85660321633373	0.103759746797008	0.562524571146583	20.1229344319235	0.957587291809074	68.4460161895278	72.0024690463239	0.991295213287587
10	10.77132064	-0.9584961	1.54264129	2.08511002351287	3.60162246721079	0.207111058134353	11.1778361162104	0.209828771395436	54.5684648899514	74.7544109988603	0.792932961417764
10	10.77132064	-0.9584961	1.54264129	2.17997451071002	0.129631159139457	0.16140855122914	11.7659008527075	0.351115542188901	55.3641860246446	65.2434750149532	0.91649476429699
10	10.77132064	-0.9584961	1.54264129	2.75398951287288	3.54073911309052	0.207123274988727	11.1780308589951	0.209896797663148	54.5686475295383	74.7507335171112	0.794283624043256
10	10.77132064	-0.9584961	1.54264129	4.83514919506838	2.73616124587861	0.207162223747927	11.1770996990681	0.209687128863465	54.5678309659403	74.7645403216672	0.795312783614342
10	10.77132064	-0.9584961	1.54264129	1.1099658554487	4.35366153088688	0.207059524087979	11.1810901332859	0.211330639806904	54.57127725259	74.7818182655779	0.792433377763337
10	10.77132064	-0.9584961	1.54264129	4.46430075718001	1.65989902650589	0.20733278517923	11.1798456045453	0.210819589071095	54.5710073485252	74.766230472449	0.792347565916655
10	10.77132064	-0.9584961	1.54264129	0.381541446869786	3.89959396120057	0.206568494196255	11.3703538973547	0.264128901885023	54.8064664377965	73.9181581051801	0.922265724938618
10	10.77132064	-0.9584961	1.54264129	4.36714701395908	4.84270331410466	0.207112740009798	11.177354023279	0.209671107002525	54.5680583724446	74.7605052746775	0.796132049253236
10	10.77132064	-0.9584961	1.54264129	0.0518707694284998	2.50937296074369	0.0740478645860008	9.4198171165335	0.296110668398599	54.8385829700128	61.0629916040814	0.857881804896319
10	10.77132064	-0.9584961	1.54264129	3.85660321633373	0.103759746797008	0.138765853658385	11.6307364206126	0.338551793388585	55.2889425155749	63.8296385459854	0.9014774032981
